track_name,language,playlist_genre,playlist_subgenre,track_artist
Love,en,r&b,neo soul,Musiq Soulchild
Southbound,en,rock,classic rock,The Allman Brothers Band
Amar Silpi Kishore Kumar,bn,Bangla Film,Romantic Playback,Kumar Sanu
Charon Dhorite Diyo Go (Male),bn,,Tagore Classic,Hemant Kumar
Won't Get Fooled Again - Original Album Version,en,rock,hard rock,The Who
Ami Gaan Shonabo,bn,Adhunik Bangla,Light Modern,Hemant Kumar
Jana Gana Mana - Military Band,bn,Adhunik Bangla,Romantic Modern,Normon Richardazz|Harbert Murril
MONOMANIA,en,rock,hard rock,The Word Alive
Ami Apon Koriya Chahini,bn,Bangla Film,Romantic Playback,Asha Bhosle
Ami Je Jalsaghare (Stereo),bn,Bangla Film,Romantic Playback,Sandhya Mukherjee
Mahabiswey Mahabiswey,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Peanut Butter Jelly - Genairo Nvilla Remix,en,latin,latin hip hop,Galantis
Rehab,en,r&b,neo soul,Amy Winehouse
Baby I'm Yours - Re-Recorded,en,r&b,new jack swing,Shai
Lost In Stereo,en,pop,post-teen pop,All Time Low
Owner of a Lonely Heart,en,rock,album rock,Yes
I Need Love,en,r&b,new jack swing,LL Cool J
Ami Nei Ami Nei,bn,Adhunik Bangla,Melancholic Modern,Kishore Kumar
679 (feat. Remy Boyz),en,rap,hip hop,Fetty Wap
No More,en,rock,hard rock,Disturbed
Did You Ever Think - Remix - Radio Edit,en,r&b,new jack swing,R. Kelly
Bhalo Bashi Bhalo Bashi,bn,Rabindra Sangeet,Tagore Romantic,Amit Kumar|Kavita Krishnamurthy
Ballin,en,rap,hip hop,Logic
Amar Bela Je Jai,bn,Bangla Film,Romantic Playback,Asha Bhosle
Keno Dure Thako,bn,Bangla Film,Melancholy Playback,Hemant Kumar
Jani Tomar Premer Jogyo Ami To Noi,bn,Adhunik Bangla,Melancholic Modern,Manna Dey
Driftin' Blues,en,rock,classic rock,Charles Brown
The Boys Of Summer,en,rock,album rock,Don Henley
Sabar Aarale,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Chokhe Naame Brishti,bn,Bangla Film,Romantic Playback,Asha Bhosle
I Feel The Love,en,pop,dance pop,Tritonal
Everything and More (feat. Aaron Cole),en,pop,dance pop,Hollyn
Yeah!!!,en,rap,southern hip hop,Pastor Troy
Jodi Jante Chao Tumi,bn,Bangla Film,Romantic Playback,Hemant Kumar
Da' Dip,en,rap,southern hip hop,Freak Nasty
Shyam Roop Dhariya,bn,Adhunik Bangla,Romantic Modern,S. D. Burman
Honey Dove,en,r&b,neo soul,Lee Fields & The Expressions
Amar Sakal Raser Dhara,bn,Bangla Film,Duet Playback,Hemant Kumar|Aarti Mukherji
Prithibi Bodle Gechhe,bn,Adhunik Bangla,Philosophical Modern,Kishore Kumar
Dinguli Mor,bn,Rabindra Sangeet,Tagore Nostalgia,Debabrata Biswas
Shono Mon Boli Tomay,bn,Adhunik Bangla,Philosophical Modern,R. D. Burman
Tomar Bhubane Phuler Mela,bn,Adhunik Bangla,Romantic Modern,Akhil Bandhu Ghosh
Whole Lotta Love,en,rock,classic rock,Santana
Gimme Back My Bullets,en,rock,classic rock,Lynyrd Skynyrd
On my shoulders,en,rock,album rock,The Dø
No One Knows Who We Are (Radio Edit) (feat. Lights),en,edm,progressive electro house,Kaskade
Easy Love,en,latin,tropical,Sigala
Kato Naree Achhe E Gokule,bn,Bangla Film,Comic Folk-Film,Asha Bhosle|Kishore Kumar|Tanuja
Waverunners,en,rap,southern hip hop,dopeSMOOTHIES
Chhero Na Chhero Na Haath,bn,Bangla Film,Romantic Duet,Kishore Kumar|Sabina Yasmeen
Madhumas Jay,bn,Bangla Film,Romantic Playback,R. D. Burman
There Are Too Many Of Us,en,rock,permanent wave,Blur
Phire Elam Dure Giye,bn,,Duet Playback,Asha Bhosle|R. D. Burman
Kichhu To Chahini Ami,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Finally // beautiful stranger,en,pop,dance pop,Halsey
Ami Je Jalsaghare,bn,Bangla Film,Romantic Playback,Manna Dey
Feelin' Alright?,en,rock,classic rock,Traffic
Sketches of Pain,en,r&b,neo soul,Audible Mainframe
Ei Edike Eso Esona,bn,Bangla Film,Romantic Playback,Asha Bhosle
Praaney Gaan Naai,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Ore Sujan Naiya,bn,Bangla Film,Romantic Playback,R. D. Burman
Mora Dujonai Rajar Jamai,bn,Children's Music,Fantasy Song,Anup Ghoshal
Odessa,en,pop,dance pop,Caribou
Low Life,en,rock,hard rock,Crobot
SOS - Laidback Luke Tribute Remix / Radio Edit,en,pop,dance pop,Avicii
Akash Keno Daake,bn,,Romantic Playback,Kishore Kumar
Jodi Kagoje Lekho Naam,bn,Bangla Film,Romantic Playback,Manna Dey
Jani Na Se Kon Sudur Pare,bn,Adhunik Bangla,Romantic Modern,Haimanti Shukla
Chalo Chole Jai Haate Haat Rekhe,bn,Bangla Film,Duet Playback,Asha Bhosle|R. D. Burman
United We Are,en,edm,big room,Hardwell
Bia' Bia',en,rap,southern hip hop,Lil Jon
Still Frame,en,rock,hard rock,Trapt
Gun Gun Kare Mon,bn,Bangla Film,Duet Playback,Amit Kumar|Asha Bhosle
Deke Deke Kato,bn,Bangla Film,Romantic Retro,R. D. Burman
Turning Up,en,pop,dance pop,ARASHI
Sweet Home Alabama,en,rap,southern hip hop,Lynyrd Skynyrd
It's a Sin - 2001 Remaster,en,pop,electropop,Pet Shop Boys
Chirodini Tumi Je Aamar- Female,bn,Bangla Film,Romantic Film Ballad,Asha Bhosle
Aaha Ki Darun Dekhtey,bn,Bangla Film,Romantic Playback,Kishore Kumar
Hai Hai Ki Herilam,bn,Bangla Folk,Folk Ballad,Utpalendu Chowdhury
Don't Give Up,en,edm,progressive electro house,Chicane
Kalo Meyer Payer Tolaaye,bn,Devotional,Shyama Sangeet,Panna Lal Bhattacharjee
Tomate Amate Dekha Hoyechhilo,bn,Bangla Film,Romantic Playback,R. D. Burman
2U (feat. Justin Bieber),en,pop,electropop,David Guetta
Burden,en,pop,indie poptimism,TENDER
Dirty Deeds Done Dirt Cheap,en,rock,album rock,AC/DC
Baro Bishad Bhara Rajani,bn,Bangla Film,Duet Playback,Lata Mangeshkar|Chorus
Hayre Pora Banshi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Nibhrita Praner,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas
Aaj Ei Dintake,bn,Bangla Film,Retro Film Melody,Kishore Kumar
Aamar Swapna Je,bn,Bangla Film,Romantic Retro,Lata Mangeshkar|Kishore Kumar
Heartbeat,en,pop,electropop,Claptone
Chinechhi Chinechhi Tomar E Mon,bn,Bangla Film,Romantic Playback,Aarti Mukherji
Na Dir Dir Da,bn,Children's Music,Comic Song,Antara Chwdhury
The Needle And The Spoon,en,rock,classic rock,Lynyrd Skynyrd
ghostin,en,pop,post-teen pop,Ariana Grande
Abhimane Chole Jeo Na,bn,Adhunik Bangla,Romantic Modern,Manna Dey
Tomari Jharnatalar Nirjane,bn,Bangla Film,Romantic Playback,Asha Bhosle
Peace of Mind,en,rock,album rock,Boston
Bandha Moner Duar Diyechhi,bn,Bangla Film,Romantic Playback,Asha Bhosle
Aaro Bhalo Hoto,bn,Bangla Film,Romantic Playback,Hemant Kumar
Baro Asha Kare,bn,Bangla Film,Romantic Playback,Asha Bhosle
Unwritten,en,pop,post-teen pop,Natasha Bedingfield
New Light,en,pop,dance pop,John Mayer
Maharaja Tomarey Shelam,bn,Children's Music,Fantasy Song,Anup Ghoshal|Rabi Ghosh
God Is a DJ,en,pop,dance pop,Faithless
Ami Je Ke Tomar,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Hallucinogenics,en,pop,indie poptimism,Matt Maeson
I'm Shakin',en,rock,classic rock,Jack White
Bring Da Ruckus,en,rap,southern hip hop,Wu-Tang Clan
Ek Tanete Jemon Temon,bn,Bangla Folk,Folk-inspired Light,Kishore Kumar|Swapan Chakraborty
No Money,en,pop,electropop,Galantis
Gharete Bhramar Elo,bn,Rabindra Sangeet,Tagore Classic,Sumitra Sen
This Love - Acoustic,en,latin,latin pop,Maroon 5
Darjeeling Jatra,bn,Children's Music,Travel Comic,R. D. Burman
Ek Din Pakhi Ure Jabe,bn,Bangla Film,Romantic Playback,Kishore Kumar
Wolf,en,pop,indie poptimism,Skott
Chhinnapatar Sajai Taranee,bn,Rabindra Sangeet,Tagore Classic,Sumitra Sen
Ek Din Pakhi Ure Jabe,bn,Bangla Film,Romantic Playback,Kishore Kumar
Keep Yourself Alive - 2011 Mix,en,rock,album rock,Queen
Deke Deke Kato,bn,,Romantic Retro,R. D. Burman
Joy To The World,en,rock,album rock,Three Dog Night
Cum on Feel the Noize,en,rock,classic rock,Quiet Riot
Khukumani Go Sonaa,bn,Children's Music,Children's Song,Antara Chwdhury|Sabita Chowdhury
Amar Mon Manne Na,bn,Bangla Film,Romantic Playback,Asha Bhosle
Ke Jay Re,bn,Bangla Film,Romantic Playback,Asha Bhosle
Khelbo Holi Rang Debo Na,bn,Bangla Film,Duet Playback,Asha Bhosle|Kavita Krishnamurthy
Check Yo Self - Remix,en,rap,southern hip hop,Ice Cube
Cars,en,rock,permanent wave,Gary Numan
Alladat,en,r&b,urban contemporary,Jarren Benton
Hridayer Gaan Shikhe To Gaay Go Sabai,bn,Adhunik Bangla,Philosophical Modern,Manna Dey
Aasbo Aar Ekdin Aaj Jai,bn,Bangla Film,Romantic Playback,Asha Bhosle
Icarus,en,r&b,neo soul,Kojey Radical
Miss You Much,en,r&b,new jack swing,Janet Jackson
Deko Naa Aamarey,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen
Faded - Dash Berlin Remix,en,pop,electropop,Alan Walker
Somebody I'm Not,en,latin,tropical,Martin Jensen
Snapping,en,pop,dance pop,CHUNG HA
Fool's Gold,en,r&b,neo soul,Jill Scott
Aayre Chhute Aai,bn,Children's Music,Comic Song,Antara Chwdhury
Sajani Go Premer Katha,bn,Bangla Film,Romantic Playback,R. D. Burman
Climbing Walls,en,pop,indie poptimism,Strange Talk
Rui Katla Ilish To Noy,bn,Bangla Film,Romantic Playback,Kishore Kumar
Right Down the Line,en,rock,album rock,Gerry Rafferty
E Ki Holo,bn,Bangla Film,Romantic Playback,Kishore Kumar
Beautiful Life,en,pop,indie poptimism,Lost Frequencies
Piya Bholo Abhimaan,bn,Bangla Film,Romantic Retro,Ajoy Chakrabarty
This Is What It Feels Like,en,edm,progressive electro house,Armin van Buuren
Stupid for You,en,pop,post-teen pop,Waterparks
Aebar Pujoye Chaaye,bn,Bangla Film,Romantic Playback,Alka Yagnik
Heartbreaker - 1990 Remaster,en,rock,classic rock,Led Zeppelin
Adios,en,pop,dance pop,EVERGLOW
Blowin' Trees (+ Napdonalds Skit),en,rap,southern hip hop,Nappy Roots
Kaharba Noy Dadra Bajao,bn,Bangla Film,Romantic Playback,Manna Dey
Pratidhwani Suni,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika
Dole Dodul Dole Jhulana,bn,Bangla Film,Semi-Classical Film,Manabendra Mukherjee|Shyamal Mitra
Dekhe Elam Ruper Agun,bn,Bangla Film,Romantic Playback,Manna Dey
Oi Padma Chokher Neel Jamunay,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra
Amar Ga Chhamchham Kare,bn,Bangla Film,Duet Playback,Asha Bhosle|Bappi Lahiri
Tomar Pujar Chhaley,bn,Rabindra Sangeet,Tagore Devotional,Debabrata Biswas
Paranoid,en,rock,hard rock,Black Sabbath
When I See You Smile,en,rock,album rock,Bad English
Darjeeling Jatra,bn,Children's Music,Travel Comic,R. D. Burman
Don't Cry (Original),en,rock,classic rock,Guns N' Roses
Renaissance (feat. Clairity),en,edm,pop edm,Steve James
Gunjane Dole Je Bhramar,bn,Bangla Film,Romantic Duet,Asha Bhosle|Kishore Kumar
Wherever You Will Go,en,rock,album rock,The Calling
Hey Dola Hey Dola,bn,,Romantic Modern,Bhupen Hazarika
Chanchal Moyuri E Raat,bn,Bangla Film,Romantic Playback,Lata Mangeshkar
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,en,pop,dance pop,MAX
Eureka Eureka,bn,Bangla Film,Duet Playback,Kishore Kumar|Ranu Mukherjee|Chorus
Rangiye Diye Jao,bn,Bangla Film,Romantic Playback,Hemant Kumar
Outta My System,en,r&b,hip pop,Bow Wow
Kali Yuga,en,rap,gangster rap,Ghostemane
Young,en,pop,electropop,The Chainsmokers
