track_name,language,playlist_genre,playlist_subgenre,track_artist,kmeans_cluster,agg_cluster,dbscan_cluster,umap_1,umap_2
Keno Dure Thako,bn,Bangla Film,Melancholy Playback,Hemant Kumar,0,1,0,8.519855,7.2076855
Jabar Belay Pichhu Theke,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,2.9270282,8.489525
Tomake Shonate E Gaan,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,1,0,4.5835133,9.012008
Akash Keno Daake,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,1.7673877,7.3624997
Jani Jani Tumi Esechho E Pathe,bn,Adhunik Bangla,Romantic Modern,Sudeshna Chatterjee,1,0,0,3.115223,9.244859
Hey Mor Debota,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,1,0,0,2.952681,7.333785
Jodi Baran Karo Tabe Gabo Na,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,0,0,5.6591763,6.4877744
Ami Jani Na,bn,Bangla Film,Duet Playback,Asha Bhosle|Abhijeet Bhattacharya,0,1,0,4.7783494,11.280947
Aaro Kachakachi,bn,Bangla Film,Duet Playback,Kishore Kumar|Asha Bhosle,1,0,0,1.4098573,9.219357
Ogo Abar Natun Kore,bn,Bangla Film,Romantic Playback,Mukesh,0,1,0,6.852278,8.266409
Deep Nibhey Gechhey,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen,0,1,0,8.435948,7.552551
Mon Mor Megher Sangi,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,3.3091357,6.437436
Aachhey Dukkha,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,0,1,0,6.3235254,8.345239
Saat Sakaale,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,0,0,4.8073077,6.6253505
Jakhan Ami Anek Dure,bn,Bangla Film,Melancholy Playback,Kishore Kumar,0,1,0,5.203407,11.421944
Prano Bhariye Trisha Hariye,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,1,0,0,4.437747,7.7421713
Mor Bhabonare (Female),bn,Rabindra Sangeet,Tagore Classic,SAHANA BAJPEI,0,0,0,4.5096664,10.183028
Hai Re Poda Banshi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,1,0,4.8392167,11.492144
Tomar Oi Dhupchhaya Rang,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra,0,1,0,5.27574,9.391286
Je Chhilo Amar Swapancharini,bn,Adhunik Bangla,Romantic Modern,Srikanto Acharya,0,1,0,5.096186,8.541707
Dinguli Mor,bn,Rabindra Sangeet,Tagore Nostalgia,Debabrata Biswas,1,0,0,2.4592056,6.6358175
Mora Dujonai Rajar Jamai,bn,Children's Music,Fantasy Song,Anup Ghoshal,0,1,0,4.8282666,10.776152
Amay Nahe Go,bn,Nazrul Geeti,Nazrul Romantic,Feroza Begum,0,1,0,8.643328,8.377893
Naam Dhore Kejano,bn,Bangla Film,Romantic Playback,Alka Yagnik,1,0,0,1.6766994,10.371096
Shai Pakhitar,bn,Bangla Film,Romantic Playback,Alka Yagnik,0,1,0,7.6432676,6.302278
Deko Naa Aamarey,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen,1,0,0,2.7483258,8.353492
O Amar Pran Sajani (Champabothi Kanya),bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,1.7665011,9.6893425
Phote Je Rakta Golap,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,2.651034,8.049663
Bhulo Na Pratham Se Din,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,3.6362371,11.469676
Jadi Akash Hoto Ankhi,bn,Bangla Film,Romantic Playback,Aarti Mukherji,0,1,0,7.2419653,7.2199044
Tung Tung Tung,bn,Adhunik Bangla,Romantic Modern,C.L.T.,0,1,0,5.598332,8.081472
Habuchandra Raja,bn,Children's Music,Fantasy Song,Antara Chwdhury,1,0,0,3.1205952,10.030527
E Mon Amar Hariye Jay,bn,Bangla Film,Melancholy Playback,Asha Bhosle,0,0,0,4.8627872,8.348207
Rangiye Diye Jao,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,6.806133,7.0848203
Tomar Kaache Jabo,bn,Bangla Film,Romantic Playback,Alka Yagnik,0,1,0,7.460491,6.0576506
Sei Raate Raat Chhilo Purnima,bn,Adhunik Bangla,Romantic Modern,Kishore Kumar,0,1,0,8.22048,5.4791446
Jafrani Rang Akashe,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,1.1505483,6.801289
Tomar Pujar Chhaley,bn,Rabindra Sangeet,Tagore Devotional,Debabrata Biswas,0,1,0,8.49187,7.336955
Shyam Roop Dhariya,bn,Adhunik Bangla,Romantic Modern,S. D. Burman,1,0,0,2.0820804,6.472123
O Jhar Jhar Jharna,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,0,0,5.3971167,6.332176
"Madhur, Tomar Shesh Jey Na Pai",bn,Rabindra Sangeet,Tagore Classic,Indrani Sen,1,0,0,3.0873992,10.041575
Kar Milano Chao Birahi,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen,0,0,0,5.3229375,6.649746
Pran Chay Chokkhu Na Chay,bn,Rabindra Sangeet,Tagore Classic,Sagar Sen,0,1,0,8.548287,8.774503
Amar Ga Chhamchham Kare,bn,Bangla Film,Duet Playback,Asha Bhosle|Bappi Lahiri,1,0,0,4.11229,10.273153
Esse Chhile Tobu,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,0,1,0,7.621918,7.4265385
Ore Mon Pakhi,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,1,0,7.6770597,9.590089
Bare Bare Ke Jeno Dake,bn,Adhunik Bangla,Romantic Modern,Manabendra Mukherjee,0,0,0,5.612316,6.3921285
Beshi Ki Boli Jakhon Boli,bn,Bangla Film,Duet Playback,Bappi Lahiri|Asha Bhosle,1,0,-1,1.3581707,10.979509
Chalo Chole Jai Haate Haat Rekhe,bn,Bangla Film,Duet Playback,Asha Bhosle|R. D. Burman,1,0,0,2.708614,9.800368
Bandha Moner Duar Diyechhi,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,3.631927,10.519977
Haowa Megh Saraye Phul Jharaye,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,7.8632617,9.230814
Khukumani Go Sonaa,bn,Children's Music,Children's Song,Antara Chwdhury|Sabita Chowdhury,1,0,0,3.2722876,6.4087076
Diner Shese Ghumer Deshe,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,5.5265245,11.316447
Tari Amar Hathat Dubey Jai,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen,0,1,0,7.609014,9.820716
Ami Tomay Jato Shuniyechhilem Gaan,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,3.2925093,8.954508
Tomar Dake Sara Dite,bn,Bangla Film,Romantic Playback,Aarti Mukherji,0,1,0,6.296827,8.344337
Ki Je Bhabi Elomelo,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,7.09426,9.646404
Ekta Gaan Likho Amar Janyo,bn,Adhunik Bangla,Romantic Modern,Pratima Banerjee,1,0,0,2.0838463,9.119455
Ei Agune Haat Rakho,bn,Adhunik Bangla,Romantic Modern,Nachiketa Chakraborty,1,0,0,1.6234012,10.352168
Ami To Tomar Chirodiner Hnasi Kannar Sathi,bn,Adhunik Bangla,Romantic Modern,Nirmal Mishra,0,1,0,5.3568377,9.239978
Dekte Dekte Din Chole,bn,Bangla Film,Romantic Playback,Mahendra Kapoor,0,0,0,5.0972033,7.193802
Amio Pather Mato,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,3.202954,10.495664
Dure Dure Kachhe Kachhe,bn,Bangla Film,Melancholy Playback,Aarti Mukherji,0,1,0,6.1000977,9.971684
Lakshmiti Dohai Tomar,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,4.3244653,7.3180227
Ekhono Sarengita Bajchhe,bn,Adhunik Bangla,Romantic Modern,Haimanti Shukla,0,1,0,6.996277,9.529644
Angur Angur Chokh,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,2.973581,10.236363
Je Jon Premer Bhav Jane Na,bn,Adhunik Bangla,Romantic Modern,Runa Laila,0,1,0,8.788805,7.569975
O Duti Ankhi Jeno,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,0,0,5.487603,6.70326
Tumi Nirmal Karo Mangal Kare,bn,Devotional,Spiritual,Panna Lal Bhattacharjee,1,0,0,1.7617965,8.145105
Nabo Anande Jago Aaji,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,7.2815714,8.37801
Kaharba Noy Dadra Bajao,bn,Bangla Film,Romantic Playback,Manna Dey,1,0,0,3.2777395,9.174278
Amay Prashna Kare Neel Dhrubatara,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,6.4845405,7.1622214
Banya Banya E Aranya,bn,Bangla Film,Romantic Playback,Aarti Mukherji,0,1,0,5.5837083,11.302137
Ki Gabo Ami Ki Shunabo,bn,Bangla Film,Romantic Playback,Aarti Mukherji,1,0,0,3.8341544,8.044008
Praaney Gaan Naai,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen,0,1,0,4.3982167,9.275234
Dak Pathale Kaal Sakale,bn,Bangla Film,Duet Playback,Asha Bhosle|R. D. Burman,1,0,0,1.4302944,9.236997
Tumi Esechhile Porshu,bn,Adhunik Bangla,Romantic Modern,S. D. Burman,1,0,-1,0.981966,6.0807605
Jani Na Se Kon Sudur Pare,bn,Adhunik Bangla,Romantic Modern,Haimanti Shukla,1,0,0,3.8327637,7.1389284
Dil Dariyar Majhete,bn,Bangla Folk,Baul,Purna Das Baul,1,0,0,3.486408,10.825717
Jani Nai Go Sadhan,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas|Others,0,1,0,7.2130427,6.930406
Ei Je Nadi Jay Sagare,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,5.3605213,8.889284
Kar Manjir Baje Rini,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra,1,0,0,2.0118003,7.147891
Khonpar Ei Golap Diye,bn,Adhunik Bangla,Romantic Modern,Sivaji Chatterjee,0,0,0,3.9299726,7.100157
Tumi Jey Surer Aagun,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen,1,0,0,3.38805,8.459329
Bharat Amar Bharat Barsha,bn,Bangla Film,Romantic Playback,Manna Dey,0,1,0,5.3718038,9.30393
Din Jaye Raat Jaye,bn,Devotional,Bhajan,Anuradha Paudwal,1,0,0,1.7182295,7.2482276
Bahudiner Agete Godhulir Belate,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,0,0,0,4.4478474,10.029716
Amar Sesh Paraner Kodi,bn,Rabindra Sangeet,Tagore Romantic,Debabrata Biswas,0,1,0,5.426951,8.785398
Aaj Mon Cheyechhe,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,4.382966,7.665728
Ei Je Heri Go Debi Amari,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,7.9759884,6.744233
Jiya Manat Na - Thumree,bn,Bangla Film,Romantic Playback,Mahendra Kapoor,0,1,0,5.427681,11.404357
Akaraney Akaley Mor,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,0,0,0,5.17618,6.6098166
Se To Elo Na,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,0,0,5.194064,6.4789634
Ei Sundar Swarnali Sandhaye,bn,Bangla Film,Romantic Playback,Geeta Dutt,0,1,0,5.6066275,11.25436
Payal Baje Chham Chham Chham - Thumree,bn,Bangla Film,Romantic Playback,Mahendra Kapoor,1,0,0,3.8515868,11.524713
Chinechhi Chinechhi Tomar E Mon,bn,Bangla Film,Romantic Playback,Aarti Mukherji,1,0,0,4.421791,7.5735173
Bhalobashar Moto Bhalo Kauke,bn,Bangla Film,Romantic Playback,Udit Narayan,0,0,0,4.416295,10.116329
Swapney Aamaar Mone Holo,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen,0,1,0,8.645319,7.6486955
Ei Edike Eso Esona,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,1.6105422,6.335725
Milan Hobe Katodine,bn,Bangla Folk,Lalon,Farida Parveen,0,1,0,8.809357,8.164214
Baani Tabo Dhai,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,0,1,0,7.022344,6.7184687
Na Na Kache Eso Na,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,1,0,5.2590585,9.38776
Tomar Bhubane Phuler Mela,bn,Adhunik Bangla,Romantic Modern,Akhil Bandhu Ghosh,0,1,0,7.510803,7.2260604
Bojho Na Keno Je,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,0,0,4.879885,9.878204
Oi Padma Chokher Neel Jamunay,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra,0,1,0,5.695047,11.270601
Kon Bhiruke Bhoy Dekhabi,bn,Rabindra Sangeet,Tagore Classic,Suchitra Mitra,0,0,0,4.9464498,6.6309457
Pather Shes Kothay,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,8.305781,9.068744
Jodi Jante Chao Tumi,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0,3.5832586,10.847542
O Mago Ma,bn,Children's Music,Comic Song,Antara Chwdhury,1,0,0,1.908642,6.9040537
Tomari Jharnatalar Nirjane,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0,5.5088515,7.388545
Aaha Ki Darun Dekhtey,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,3.6159773,8.44682
Baro Bishad Bhara Rajani,bn,Bangla Film,Duet Playback,Lata Mangeshkar|Chorus,0,1,0,6.7141795,10.172346
E Kemon Ranga Jadu,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,1,1,0,4.0803294,8.816034
Tobu Bole Keno Sahasai,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,6.766246,8.442358
Krishnachura Shon Shon Shon,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0,2.5221276,8.285144
Tui Ki Amar Putul Putul,bn,Children's Music,Children's Song,Manna Dey,0,1,0,6.5458803,7.0946345
Naam Amar Kishore Kumar Ganguly,bn,Adhunik Bangla,Tribute Song,Kishore Kumar,1,0,0,4.331627,11.674138
Jeno Kichhu Mone Korona,bn,Adhunik Bangla,Romantic Modern,Akhil Bandhu Ghosh,0,1,0,8.582675,7.2300415
Chokhe Naame Brishti,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,1.9073274,6.3555403
Opare Thakbo Ami,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,7.9035387,6.397816
Khub Chena Chena Mukhkhani,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,1.7780716,9.259355
O Shyam Jakhan Takhan,bn,Bangla Film,Duet Playback,Sujata Mukherjee|Aarti Mukherji,1,0,0,4.017317,8.069012
Baba O Khoka,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,1,0,4.1262035,9.641627
Amar Mon Manne Na,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,0,0,4.625415,6.7834673
Ekti Kunri Duti Pata,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,0,1,0,6.606346,8.373427
Putul Putul,bn,Children's Music,Children's Song,Antara Chwdhury,0,1,0,7.2181973,6.1490426
Aamar Moner Kato Sukh Niye,bn,Bangla Film,Romantic Playback,Mukesh,0,1,0,7.5960827,6.2912335
Jaubansarosinire,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,6.904135,8.877825
O Mor Moyna Go,bn,Bangla Folk,Folk Song,Lata Mangeshkar,0,0,0,5.3779674,7.984511
Nijhum Nishithe,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,6.910731,9.473639
E Manihar Amay Nahi Saje,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,7.825572,7.557717
O Aamar Kandher Anchal,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,1.9683796,6.3950014
Anek Jamano Byatha,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0,5.5877757,9.231952
Jodi Jante Chao Tumi,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0,7.2602377,8.919182
Saat Suron Ki Bandh Payeliya,bn,Bangla Film,Duet Playback,Hemant Kumar|Shakti Thakur,1,0,0,2.2687905,7.3998976
Ekkhana Megh Bhese Elo Akashe,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,0,1,0,5.7471666,11.230258
Chokhe Chokh Rekhe - Kishore Kumar,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0,1.9774866,8.821489
Ore Mon Ke Emon Daga,bn,Bangla Film,Duet Playback,Amit Kumar|Bhupinder Singh|Mohammed Rafi|Aarti Mukherji,1,0,-1,1.3508795,11.025652
E Mon Mor Jani Na Kotha Je Haralo,bn,Adhunik Bangla,Romantic Modern,Nirmal Mishra,1,1,0,3.7789686,9.183187
Amar Silpi Kishore Kumar,bn,Bangla Film,Romantic Playback,Kumar Sanu,1,0,0,1.497263,10.610455
Ke Jay Re,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0,2.9990675,10.0301285
Pretty in Pink,en,rock,permanent wave,The Psychedelic Furs,0,0,0,6.682105,2.2706556
Good Stuff,en,rap,southern hip hop,UGK,0,1,0,6.474802,4.8410125
Upgraded,en,edm,progressive electro house,Capital Kings,0,1,2,10.064822,4.647049
Body Language (feat. Usher & Tinashe),en,pop,post-teen pop,Kid Ink,1,0,0,3.9017901,3.3313594
My Homeboy's Girlfriend,en,rap,southern hip hop,8Ball,1,0,0,1.737783,2.9009383
The Needle And The Spoon,en,rock,classic rock,Lynyrd Skynyrd,1,0,0,2.3134618,3.027991
Rain,en,rock,hard rock,Status Quo,0,1,0,4.756113,3.9694915
X's We Share,en,r&b,new jack swing,Jodeci,1,0,0,1.6593797,3.9242122
Feelin' Alright,en,rock,album rock,Joe Cocker,1,0,0,1.4586858,3.1063476
Hurts 2B Human (feat. Khalid) - Midnight Kids Remix,en,edm,big room,P!nk,0,0,0,5.286846,2.386095
No One Knows Who We Are (Radio Edit) (feat. Lights),en,edm,progressive electro house,Kaskade,0,1,0,8.034769,4.933002
Stronger,en,pop,electropop,Prismo,0,1,0,6.131534,11.169557
I Feel The Love,en,pop,dance pop,Tritonal,0,0,0,7.0476985,2.128315
Futsal Shuffle 2020,en,rap,hip hop,Lil Uzi Vert,0,1,1,6.5560255,5.2534194
Baby I'm Yours - Re-Recorded,en,r&b,new jack swing,Shai,1,0,0,1.7455677,3.433919
Come To Life,en,pop,dance pop,Neon Feather,0,1,0,8.193405,3.4135144
Homicide (feat. Eminem),en,rap,hip hop,Logic,0,1,-1,9.768692,4.545953
The Ghost in You,en,rock,permanent wave,The Psychedelic Furs,1,0,0,1.6067139,4.3512683
Is It Love,en,latin,tropical,3LAU,0,1,0,4.910114,3.624313
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),en,rap,hip hop,Mustard,0,1,0,5.6334195,4.3992295
Glory Days,en,rock,hard rock,Bruce Springsteen,1,0,0,2.2862294,3.14559
Jungle Boogie,en,r&b,urban contemporary,Kool & The Gang,1,0,0,2.9218209,2.1473618
Everything and More (feat. Aaron Cole),en,pop,dance pop,Hollyn,1,0,0,4.334677,3.3441992
In The Lap Of The Gods... Revisited - Remastered 2011,en,rock,album rock,Queen,1,0,0,1.6518437,2.0662265
The Humpty Dance,en,r&b,new jack swing,Digital Underground,1,0,-1,4.089894,4.6668234
Shake Whatcha Mama Gave Ya',en,rap,southern hip hop,Poison Clan,0,1,1,6.58688,5.2130575
Have You Ever,en,r&b,new jack swing,Brandy,1,0,0,3.088225,7.4153066
The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,en,r&b,hip pop,Bebe Rexha,0,1,0,8.764813,6.951788
Don't Check On Me (feat. Justin Bieber & Ink),en,latin,latin pop,Chris Brown,1,0,0,1.3741086,2.8585608
Hail Mary,en,rap,gangster rap,2Pac,1,0,-1,4.5820537,4.5403767
Centerfold,en,rock,classic rock,The J. Geils Band,1,0,0,1.2764915,3.020161
Waverunners,en,rap,southern hip hop,dopeSMOOTHIES,0,1,-1,6.7381225,5.0501876
Hallucinogenics,en,pop,indie poptimism,Matt Maeson,0,0,0,5.2361174,5.7957063
Somebody I'm Not,en,latin,tropical,Martin Jensen,1,0,0,3.1327748,2.0241506
Fangirl,en,r&b,urban contemporary,Lil Peep,0,1,0,7.9213314,6.422908
Lovers on the Sun (feat. Sam Martin),en,edm,electro house,David Guetta,0,1,0,6.377265,3.562354
Round and Round,en,rock,classic rock,Ratt,0,1,0,5.7928243,3.5532086
With You,en,r&b,new jack swing,Tony Terry,1,0,0,1.4543498,4.61152
More Than You Know,en,pop,dance pop,Axwell /\ Ingrosso,0,1,0,5.608716,3.3759546
But God,en,r&b,neo soul,Isaac Carree,0,1,0,8.571701,4.5040064
OCD (with Dwn2earth),en,rap,hip hop,Logic,0,1,0,5.6240206,4.2248893
Cool,en,r&b,hip pop,Jonas Brothers,1,0,0,2.642071,1.7458295
Sunshine (feat. Lea) - Explicit Album Version,en,rap,hip hop,Lil' Flip,1,0,0,1.3142911,3.0734534
Cum on Feel the Noize,en,rock,classic rock,Quiet Riot,0,1,0,6.182027,11.251446
Electricity,en,edm,pop edm,Culture Code,0,1,0,6.2997456,3.3663068
Emotion,en,r&b,hip pop,Mia Rodriguez,0,1,0,7.436288,5.6883554
Take Me Home (feat. Bebe Rexha),en,edm,progressive electro house,Cash Cash,0,1,0,8.595478,4.60265
Animals,en,edm,big room,Martin Garrix,0,1,0,5.1060853,3.7677455
I Need A Lover,en,rock,classic rock,John Mellencamp,1,0,0,3.1281502,3.6019921
Rock Wit U (Awww Baby),en,r&b,hip pop,Ashanti,1,0,0,3.346875,2.3068383
Keep Yourself Alive - 2011 Mix,en,rock,album rock,Queen,1,1,0,4.4497504,3.4891534
The Next Time I Fall (with Amy Grant),en,rock,album rock,Peter Cetera,1,0,0,0.7112965,5.7162538
Where The Hood At,en,rap,gangster rap,DMX,0,1,2,10.076588,4.6737165
Animal Instinct,en,rock,album rock,The Cranberries,0,1,0,5.9356976,3.4011405
I'm Ready,en,r&b,new jack swing,Tevin Campbell,1,0,0,2.5311768,2.023108
The Boys Of Summer,en,rock,album rock,Don Henley,1,0,0,1.2192837,4.578428
Did You Ever Think - Remix - Radio Edit,en,r&b,new jack swing,R. Kelly,1,0,0,3.2736294,3.055339
Redbone,en,r&b,urban contemporary,Childish Gambino,1,0,0,1.3136151,4.647572
I Just Want You,en,r&b,neo soul,Caleb Hawley,1,0,0,1.6217556,2.566287
Treat You Better,en,pop,dance pop,Shawn Mendes,0,1,0,6.492148,3.4794784
Bia' Bia',en,rap,southern hip hop,Lil Jon,1,1,0,5.59449,4.320453
Clan In Da Front,en,rap,southern hip hop,Wu-Tang Clan,1,0,0,5.9027896,4.881423
When I See You Smile,en,rock,album rock,Bad English,1,0,0,2.6389601,7.763339
Alladat,en,r&b,urban contemporary,Jarren Benton,0,1,2,9.980331,4.6433992
Fireflies,en,pop,post-teen pop,Owl City,0,1,0,7.5522995,6.0904446
Thinking About You (feat. Ayah Marar),en,pop,electropop,Calvin Harris,0,0,0,5.769024,2.4942663
Be the One,en,pop,electropop,Dua Lipa,1,0,0,4.3345923,3.1114628
Not Gon' Cry,en,r&b,new jack swing,Mary J. Blige,1,0,0,1.3341807,4.5804825
Feel,en,pop,indie poptimism,Victors,0,0,0,6.8781524,2.1612866
"You're Gonna Go Far, Kid",en,pop,post-teen pop,The Offspring,0,1,0,7.7862096,2.856002
Can't You See,en,rock,album rock,The Marshall Tucker Band,1,0,0,4.436222,4.679294
Money For Nothing,en,rock,classic rock,Dire Straits,1,0,-1,1.3403269,11.00047
Used To,en,r&b,urban contemporary,Drake,1,0,0,2.831294,4.6059346
Banquet,en,rock,album rock,Bloc Party,0,1,0,6.227978,3.556008
How We Party,en,edm,big room,R3HAB,0,1,0,8.618151,5.1172
Outta My System,en,r&b,hip pop,Bow Wow,1,0,0,2.1864088,2.5914428
2 MUCH (feat. 24hrs) (feat. 24hrs),en,rap,trap,Flosstradamus,0,1,0,9.184374,5.1565714
Better Give U Up,en,r&b,neo soul,FKJ,1,0,0,4.5657606,4.4631276
With Me,en,r&b,neo soul,dvsn,1,0,0,2.0546386,4.541021
Bang Bang,en,rap,hip hop,YNW Melly,0,1,-1,10.127857,4.6340823
Renaissance (feat. Clairity),en,edm,pop edm,Steve James,1,0,0,1.3738173,2.3481162
2U (feat. Justin Bieber),en,pop,electropop,David Guetta,0,1,0,7.647401,5.2233696
Stutter,en,pop,post-teen pop,Marianas Trench,0,0,0,6.0562863,2.811902
Boom Boom Pow,en,pop,post-teen pop,The Black Eyed Peas,0,1,0,4.8252435,3.9023411
Make tha Trap Say Aye (feat. Gucci Mane),en,rap,southern hip hop,OJ Da Juiceman,0,1,-1,9.719916,4.570178
You Are the One Thing,en,edm,progressive electro house,Bright City,0,1,0,8.478297,5.1259036
High School Dropout,en,pop,electropop,Neon Dreams,0,1,0,8.046364,4.2942734
Make 'Em Say Ugh,en,rap,southern hip hop,Master P,0,1,0,6.765959,5.0286555
Ruby,en,rock,permanent wave,Kaiser Chiefs,0,0,0,5.888568,2.4255383
Paranoid,en,rock,classic rock,Black Sabbath,0,1,0,7.1829734,6.133736
Easy Love,en,latin,tropical,Sigala,0,0,0,5.8396077,2.3298857
Paradise,en,rap,southern hip hop,Demun Jones,1,0,0,2.2986693,2.2180986
The Flute Song,en,rap,hip hop,Russ,0,1,-1,9.724895,4.6437807
Radar Love,en,rock,album rock,Golden Earring,1,0,0,2.7064278,4.523805
slow motion,en,pop,indie poptimism,flor,1,0,0,3.053448,1.5196618
Thief,en,rap,trap,Ookay,0,1,0,8.478329,5.051981
Society,en,rock,permanent wave,Eddie Vedder,1,0,0,1.633171,8.841562
Starstruck,en,pop,post-teen pop,Christopher Wilde,0,1,0,8.138376,3.409751
I Don't Fuck With You,en,pop,post-teen pop,Big Sean,1,0,0,3.0417953,2.4918692
Still Frame,en,rock,hard rock,Trapt,0,1,0,8.344329,4.535152
Issues/Hold On,en,r&b,urban contemporary,Teyana Taylor,1,0,0,1.6231936,2.192663
Stellar,en,r&b,neo soul,Jamila Woods,1,0,0,1.8170124,6.5756674
Sloppy Seconds,en,pop,indie poptimism,Watsky,1,0,0,3.782333,3.3257692
Party Rock Anthem,en,pop,post-teen pop,LMFAO,0,1,0,7.2287207,10.851189
Right Down the Line,en,rock,album rock,Gerry Rafferty,1,0,-1,0.8125703,5.899125
Ether,en,rap,gangster rap,Nas,0,1,-1,6.044694,4.542593
Bootie in Your Face - No Rock Drop,en,edm,electro house,Deorro,0,1,0,7.719354,2.9301655
Calm Down,en,rap,hip hop,G-Eazy,0,1,0,7.074127,4.8706656
Cheerleader (Felix Jaehn Remix) - Radio Edit,en,latin,latin hip hop,OMI,1,0,0,1.8113897,1.957115
Heartbeat,en,pop,electropop,Claptone,1,0,0,2.7385085,4.6047077
Kali Yuga,en,rap,gangster rap,Ghostemane,0,1,0,7.6191573,3.0079336
First Time - Gryffin Remix,en,edm,electro house,Kygo,0,0,0,6.898165,2.144365
Finally // beautiful stranger,en,pop,dance pop,Halsey,0,1,0,6.1068964,11.180262
My Body,en,pop,indie poptimism,Young the Giant,0,1,0,5.417402,3.2597094
Save It For A Rainy Day,en,rock,classic rock,Stephen Bishop,1,0,0,1.4825779,2.3485105
Do You Think About Me,en,rap,gangster rap,50 Cent,0,1,0,8.045103,4.4474955
