track_name,language,playlist_genre,playlist_subgenre,track_artist
I Need A Lover,en,rock,classic rock,John Mellencamp
Rock Wit U (Awww Baby),en,r&b,hip pop,Ashanti
Keep Yourself Alive - 2011 Mix,en,rock,album rock,Queen
The Next Time I Fall (with Amy Grant),en,rock,album rock,Peter Cetera
Where The Hood At,en,rap,gangster rap,DMX
Animal Instinct,en,rock,album rock,The Cranberries
I'm Ready,en,r&b,new jack swing,Tevin Campbell
The Boys Of Summer,en,rock,album rock,Don Henley
Did You Ever Think - Remix - Radio Edit,en,r&b,new jack swing,R. Kelly
Redbone,en,r&b,urban contemporary,Childish Gambino
I Just Want You,en,r&b,neo soul,Caleb Hawley
Treat You Better,en,pop,dance pop,Shawn Mendes
Bia' Bia',en,rap,southern hip hop,Lil Jon
Clan In Da Front,en,rap,southern hip hop,Wu-Tang Clan
When I See You Smile,en,rock,album rock,Bad English
Alladat,en,r&b,urban contemporary,Jarren Benton
Fireflies,en,pop,post-teen pop,Owl City
Thinking About You (feat. Ayah Marar),en,pop,electropop,Calvin Harris
Be the One,en,pop,electropop,Dua Lipa
Not Gon' Cry,en,r&b,new jack swing,Mary J. Blige
Feel,en,pop,indie poptimism,Victors
"You're Gonna Go Far, Kid",en,pop,post-teen pop,The Offspring
Can't You See,en,rock,album rock,The Marshall Tucker Band
Money For Nothing,en,rock,classic rock,Dire Straits
Used To,en,r&b,urban contemporary,Drake
Banquet,en,rock,album rock,Bloc Party
How We Party,en,edm,big room,R3HAB
Outta My System,en,r&b,hip pop,Bow Wow
2 MUCH (feat. 24hrs) (feat. 24hrs),en,rap,trap,Flosstradamus
Better Give U Up,en,r&b,neo soul,FKJ
With Me,en,r&b,neo soul,dvsn
Bang Bang,en,rap,hip hop,YNW Melly
Renaissance (feat. Clairity),en,edm,pop edm,Steve James
2U (feat. Justin Bieber),en,pop,electropop,David Guetta
Stutter,en,pop,post-teen pop,Marianas Trench
Boom Boom Pow,en,pop,post-teen pop,The Black Eyed Peas
Make tha Trap Say Aye (feat. Gucci Mane),en,rap,southern hip hop,OJ Da Juiceman
You Are the One Thing,en,edm,progressive electro house,Bright City
High School Dropout,en,pop,electropop,Neon Dreams
Make 'Em Say Ugh,en,rap,southern hip hop,Master P
Ruby,en,rock,permanent wave,Kaiser Chiefs
Paranoid,en,rock,classic rock,Black Sabbath
Easy Love,en,latin,tropical,Sigala
Paradise,en,rap,southern hip hop,Demun Jones
The Flute Song,en,rap,hip hop,Russ
Radar Love,en,rock,album rock,Golden Earring
slow motion,en,pop,indie poptimism,flor
Thief,en,rap,trap,Ookay
Society,en,rock,permanent wave,Eddie Vedder
Starstruck,en,pop,post-teen pop,Christopher Wilde
I Don't Fuck With You,en,pop,post-teen pop,Big Sean
Still Frame,en,rock,hard rock,Trapt
Issues/Hold On,en,r&b,urban contemporary,Teyana Taylor
Stellar,en,r&b,neo soul,Jamila Woods
Sloppy Seconds,en,pop,indie poptimism,Watsky
Party Rock Anthem,en,pop,post-teen pop,LMFAO
Right Down the Line,en,rock,album rock,Gerry Rafferty
Ether,en,rap,gangster rap,Nas
Bootie in Your Face - No Rock Drop,en,edm,electro house,Deorro
Calm Down,en,rap,hip hop,G-Eazy
Cheerleader (Felix Jaehn Remix) - Radio Edit,en,latin,latin hip hop,OMI
Heartbeat,en,pop,electropop,Claptone
Kali Yuga,en,rap,gangster rap,Ghostemane
First Time - Gryffin Remix,en,edm,electro house,Kygo
Finally // beautiful stranger,en,pop,dance pop,Halsey
My Body,en,pop,indie poptimism,Young the Giant
Save It For A Rainy Day,en,rock,classic rock,Stephen Bishop
Do You Think About Me,en,rap,gangster rap,50 Cent
One Woman Man,en,r&b,new jack swing,Dave Hollister
No More,en,rock,hard rock,Disturbed
Lullaby - Calvo Remix,en,edm,electro house,Sigala
You Make My Dreams - Remastered,en,pop,post-teen pop,Daryl Hall & John Oates
United We Are,en,edm,big room,Hardwell
Love Will Tear Us Apart - 2010 Remaster,en,pop,electropop,Joy Division
Again,en,latin,tropical,Wun Two
Perfect Strangers,en,pop,indie poptimism,Jonas Blue
Applause,en,pop,post-teen pop,Lady Gaga
Turnin' Me Up,en,r&b,neo soul,BJ The Chicago Kid
Faded - Dash Berlin Remix,en,pop,electropop,Alan Walker
TRUE - Single Edit,en,pop,electropop,Spandau Ballet
Heroes (we could be),en,pop,dance pop,Alesso
Picture Perfect,en,pop,post-teen pop,Man Overboard
Shoot Shoot - 2007 Remastered Version,en,rock,hard rock,UFO
Back In Black,en,pop,post-teen pop,AC/DC
The Weekend - Funk Wav Remix,en,pop,electropop,SZA
Beauty,en,r&b,urban contemporary,Dru Hill
The Boys Are Back In Town,en,rock,hard rock,Thin Lizzy
Down 4 Whateva,en,r&b,new jack swing,Nuttin' Nyce
Another Day,en,rock,album rock,Jamie Lidell
Gz And Hustlas (feat. Nancy Fletcher),en,rap,gangster rap,Snoop Dogg
Turning Up,en,pop,dance pop,ARASHI
Sometimes When We Touch,en,rock,album rock,Dan Hill
Closely,en,pop,indie poptimism,August Roads
High Pressure Dave,en,pop,electropop,HEALTH
Metal,en,rock,permanent wave,Gary Numan
Take Me Home Tonight,en,rock,album rock,Eddie Money
Blue Lights,en,r&b,urban contemporary,Jorja Smith
Rehab,en,r&b,neo soul,Amy Winehouse
Emotionless,en,r&b,hip pop,Drake
Morning Starship,en,rock,classic rock,Morrissey
Don't Worry (feat. Ray Dalton) - Matoma Remix,en,edm,pop edm,Madcon
CAPO,en,rap,gangster rap,NLE Choppa
All Night,en,edm,electro house,Parov Stelar
Burden,en,r&b,neo soul,Foy Vance
Band of Gypsies - Edit,en,latin,latin hip hop,Cypress Hill
Break Your Heart,en,edm,pop edm,Taio Cruz
Adios,en,pop,dance pop,EVERGLOW
Hate Me Now (feat.- Puff Daddy),en,rap,gangster rap,Nas
Dancer,en,edm,progressive electro house,Gino Soccio
Look What You Made Me Do,en,pop,post-teen pop,Taylor Swift
Sever,en,rock,hard rock,Red
"Why You Get Funky On Me - From ""House Party"" Soundtrack",en,r&b,new jack swing,Today
Snapping,en,pop,dance pop,CHUNG HA
We Are,en,rock,album rock,ONE OK ROCK
Adios,en,latin,latin pop,Kim Viera
Girls Just Want to Have Fun,en,pop,electropop,Cyndi Lauper
Amsterdam,en,rap,southern hip hop,Rick Ross
Intoxicated - Radio Edit,en,pop,electropop,Martin Solveig
Answer is near,en,rock,album rock,ONE OK ROCK
Loyal,en,rap,trap,ODESZA
Work,en,rap,southern hip hop,Rihanna
Go to Sleep Little Baby,en,pop,indie poptimism,Niykee Heaton
Almeda,en,r&b,neo soul,Solange
6 Man,en,r&b,urban contemporary,Drake
Show Me Love - Original Mix,en,edm,progressive electro house,Sam Feldt
Las Palabras De Amor (The Words Of Love) - Remastered 2011,en,rock,album rock,Queen
Holy,en,r&b,neo soul,Jamila Woods
How Sweet It Is (To Be Loved by You),en,rock,classic rock,James Taylor
No Fear (feat. Donna Missal),en,edm,electro house,Rudimental
World In My Eyes - 2006 Remastered Version,en,pop,electropop,Depeche Mode
ghostin,en,pop,post-teen pop,Ariana Grande
Lost,en,edm,progressive electro house,Gareth Emery
679 (feat. Remy Boyz),en,rap,hip hop,Fetty Wap
Chemistry,en,edm,progressive electro house,Wiwek
High Hopes,en,pop,post-teen pop,Panic! At The Disco
Paris,en,pop,indie poptimism,Magic Man
Cameras,en,pop,indie poptimism,Matt and Kim
Ain't My Fault - R3hab Remix,en,rap,trap,Zara Larsson
Blue Ocean Floor,en,r&b,urban contemporary,Justin Timberlake
Behind Barz - Bonus,en,rap,hip hop,Drake
Back To You - From 13 Reasons Why – Season 2 Soundtrack,en,pop,indie poptimism,Selena Gomez
Sending My Love,en,r&b,new jack swing,Zhané
Only Girl,en,r&b,neo soul,Kali Uchis
Feeling Good,en,rap,southern hip hop,Demun Jones
Invisible Touch - 2007 Remaster,en,rock,album rock,Genesis
Another Day,en,rock,album rock,Paul McCartney
Hey Now - Arty Remix,en,edm,progressive electro house,London Grammar
Icarus,en,r&b,neo soul,Kojey Radical
I just need U. - Capital Kings Remix,en,edm,progressive electro house,TobyMac
Wait For You (feat. Maia Wright),en,edm,progressive electro house,Mike Williams
It's your life (feat. Chris Willis),en,edm,progressive electro house,David Guetta
Get Down,en,rap,gangster rap,Nas
New Light,en,pop,dance pop,John Mayer
Nothin' But The Cavi Hit,en,rap,southern hip hop,Mack 10
Gucci Gang,en,rap,gangster rap,Lil Pump
Voices In My Head,en,edm,big room,NIVIRO
Next To Me,en,pop,dance pop,Axel Johansson
Self Importance,en,r&b,neo soul,Kilo Kish
Neighbour,en,pop,dance pop,Verses
Tonight,en,edm,progressive electro house,MOTi
It's Alright,en,r&b,new jack swing,Jodeci
Better,en,pop,electropop,Khalid
Fractures,en,edm,pop edm,ILLENIUM
Bad - 2012 Remaster,en,rock,classic rock,Michael Jackson
Don't Miss Me? - UNKLFNKL Remix,en,pop,indie poptimism,Marianas Trench
Feeling Lonely,en,pop,indie poptimism,boy pablo
Afternoon,en,pop,indie poptimism,TENDER
Take It Off,en,pop,indie poptimism,Two Friends
I Luv It,en,rap,southern hip hop,Jeezy
MMMBop,en,rock,permanent wave,Hanson
This Love - Acoustic,en,latin,latin pop,Maroon 5
Original Don (feat. The Partysquad) [Flosstradamus Remix],en,rap,trap,Major Lazer
Jailhouse Rock,en,rock,classic rock,Elvis Presley
The House of the Rising Sun,en,rock,hard rock,The Animals
Ice Cream Man,en,r&b,urban contemporary,Tyga
Where I Won't Be Found,en,edm,pop edm,Seven Lions
Breakaway,en,pop,post-teen pop,Kelly Clarkson
On my shoulders,en,rock,album rock,The Dø
Kids in Love - Don Diablo Remix,en,pop,dance pop,Kygo
2 Of Amerikaz Most Wanted,en,rap,southern hip hop,2Pac
Torn,en,r&b,urban contemporary,LeToya
Crashing (feat. Bahari),en,edm,pop edm,ILLENIUM
Alarm,en,edm,progressive electro house,Olly James
Rise (feat. Skylar Grey),en,pop,electropop,David Guetta
Wild Wild Son - Club Mix,en,edm,progressive electro house,Armin van Buuren
Back on the Chain Gang,en,rock,permanent wave,Morrissey
Save Me Pt 2 (feat. Austin Lam),en,r&b,urban contemporary,Ski Mask The Slump God
West End Girls - 2001 Remaster,en,rock,permanent wave,Pet Shop Boys
Make Me Wanna Die,en,rock,hard rock,The Pretty Reckless
Kobe,en,rap,southern hip hop,Chief Keef
Faded - Tiesto's Northern Lights Remix,en,edm,electro house,Alan Walker
Get to You Again,en,r&b,neo soul,Mac Ayres
Cot Damn (feat. Ab-Liva & Rosco P. Coldchain),en,rap,southern hip hop,Clipse
Joy To The World,en,rock,album rock,Three Dog Night
Somebody That I Used To Know - 4FRNT Remix,en,edm,pop edm,Gotye
Remember the Name (feat. Styles of Beyond),en,rock,hard rock,Fort Minor
I Decided,en,r&b,neo soul,Liv Warfield
The Same Way,en,edm,pop edm,Don Diablo
Losing U (feat. Daylight) - Radio Edit,en,pop,indie poptimism,Klingande
Sneak Diss (feat. So6ix),en,rap,gangster rap,Ghostemane
Cake By The Ocean,en,latin,latin hip hop,DNCE
Molly,en,rap,gangster rap,Tyga
Whole Lotta Love,en,rock,classic rock,Santana
Do Me!,en,r&b,new jack swing,Bell Biv DeVoe
Black Butterflies,en,edm,big room,Kill The Buzz
Let Me Love You - Marshmello Remix,en,rap,trap,DJ Snake
Gullah Gullah Island,en,r&b,urban contemporary,Dear Silas
Before You Go,en,pop,post-teen pop,Lewis Capaldi
Young,en,pop,electropop,The Chainsmokers
Big Faces,en,rap,southern hip hop,Geto Boys
Rumors,en,pop,post-teen pop,Lindsay Lohan
I Just Wanna Party,en,rap,gangster rap,YG
Sound of da Police,en,rap,southern hip hop,KRS-One
No Right To Love You - Acoustic,en,r&b,urban contemporary,Rhys Lewis
everything i wanted,en,pop,dance pop,Billie Eilish
There for You,en,pop,electropop,Martin Garrix
Bring Da Ruckus,en,rap,southern hip hop,Wu-Tang Clan
Same Old Song,en,r&b,urban contemporary,The Weeknd
Gimme Back My Bullets,en,rock,classic rock,Lynyrd Skynyrd
Love My Way,en,rock,permanent wave,The Psychedelic Furs
Limitless - Radio Mix,en,edm,progressive electro house,BURNS
All That I Am,en,r&b,urban contemporary,Joe
Nowhere to Run,en,rap,gangster rap,Brennan Savage
Cool Side Of The Pillow,en,r&b,neo soul,Kyle Dion
Wherever You Will Go,en,rock,album rock,The Calling
If The World,en,rock,album rock,Guns N' Roses
Step by Step,en,r&b,new jack swing,New Kids On The Block
Silhouettes - Original Radio Edit,en,edm,pop edm,Avicii
Who I Am,en,rock,hard rock,Wage War
747,en,r&b,hip pop,Bill Callahan
Never Know,en,r&b,urban contemporary,6LACK
Rattle Your Cage,en,rock,classic rock,Skrizzly Adams
Beautiful Life,en,pop,indie poptimism,Lost Frequencies
Act a Fool,en,rap,hip hop,Rick Ross
Yeah!!!,en,rap,southern hip hop,Pastor Troy
Malibu,en,pop,dance pop,Miley Cyrus
Slow Ride,en,rock,classic rock,Foghat
No Denying,en,r&b,urban contemporary,J Hus
Forever Live My Name,en,latin,latin hip hop,Lil Rob
Dirty Deeds Done Dirt Cheap,en,rock,album rock,AC/DC
"Glowstix, Neon & Blood",en,pop,electropop,Incubite
The One - Radio Edit,en,r&b,neo soul,Jorja Smith
Summiteer,en,rock,hard rock,Watch Out Stampede
Someday,en,rock,permanent wave,The Strokes
Brightest Light - Radio Edit,en,pop,indie poptimism,FDVM
SOS - Laidback Luke Tribute Remix / Radio Edit,en,pop,dance pop,Avicii
God Is a DJ,en,pop,dance pop,Faithless
24K Magic - R3hab Remix,en,edm,pop edm,Bruno Mars
Can't Feel My Face,en,pop,electropop,The Weeknd
Lost In Stereo,en,pop,post-teen pop,All Time Low
Message In A Bottle - Remastered 2003,en,rock,classic rock,The Police
Supernatural,en,pop,indie poptimism,Apollo LTD
Where The Hood At,en,rap,gangster rap,DMX
Hear Me Calling,en,rap,trap,Juice WRLD
Smooth (feat. Rob Thomas),en,rock,permanent wave,Santana
Opposites Attract,en,r&b,new jack swing,Paula Abdul
Into The Great Wide Open,en,rock,permanent wave,Tom Petty and the Heartbreakers
Sittin' Sidewayz (feat. Big Pokey),en,rap,hip hop,Paul Wall
Shooter,en,rap,southern hip hop,Lil Wayne
Titanium (feat. Sia),en,pop,post-teen pop,David Guetta
Over And Over,en,edm,progressive electro house,Sylvester
2000 Rounds,en,rap,gangster rap,Pouya
Sweet Emotion - Single Version,en,rock,hard rock,Aerosmith
Sketches of Pain,en,r&b,neo soul,Audible Mainframe
Pray to God - R3hab Remix,en,edm,big room,Calvin Harris
Confessions Part II - Confessions Special Edition Version,en,r&b,hip pop,Usher
Little Do You Know,en,edm,pop edm,Alex & Sierra
Fortunate,en,r&b,neo soul,Maxwell
Pon De Floor,en,latin,latin hip hop,Major Lazer
I Wonder if I Take You Home,en,r&b,new jack swing,Full Force
We Are Never Ever Getting Back Together,en,pop,post-teen pop,Taylor Swift
Shower the People,en,rock,classic rock,James Taylor
Carillon (with Achille Lauro),en,pop,dance pop,Nahaze
Heartbreaker,en,rock,hard rock,Her Bright Skies
Wicked,en,pop,indie poptimism,GRiZ
40th Street Black / We Will Fight,en,rap,southern hip hop,Wu-Tang Clan
Woke Up Late (feat. Hailee Steinfeld),en,r&b,hip pop,Drax Project
Sea Sick,en,rap,gangster rap,Fat Nick
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",en,latin,latin hip hop,DJ Khaled
Crazy On You,en,rock,hard rock,Heart
Hella Neck,en,rap,hip hop,Carnage
Walk Away,en,rock,permanent wave,Franz Ferdinand
Watching The World,en,r&b,neo soul,Surahn
Mary Jane's Last Dance,en,rap,southern hip hop,Tom Petty and the Heartbreakers
Peanut Butter Jelly - Genairo Nvilla Remix,en,latin,latin hip hop,Galantis
Howl,en,rap,southern hip hop,Beware Of Darkness
Paradise,en,pop,indie poptimism,Rex Orange County
I Feel It Coming,en,pop,post-teen pop,The Weeknd
Heart Don't Stand a Chance,en,r&b,urban contemporary,Anderson .Paak
Whyyawannabringmedown,en,rock,hard rock,Aranda
Days Gone By,en,rock,classic rock,Van Morrison
Patek Water,en,rap,gangster rap,Future
Your Side Of The Bed,en,pop,indie poptimism,Loote
Patiently Waiting,en,rap,gangster rap,50 Cent
I Need Love,en,r&b,new jack swing,LL Cool J
The Wrong Ones,en,latin,latin hip hop,JC Stewart
Time of Dying,en,rock,hard rock,Three Days Grace
Don't Cry (Original),en,rock,classic rock,Guns N' Roses
Die For You,en,rock,hard rock,Red
Let You Know - Nathan C Remix,en,edm,progressive electro house,Flume
On Top Of The World,en,latin,latin hip hop,Imagine Dragons
One Day,en,rap,southern hip hop,UGK
Black Horse And The Cherry Tree,en,rock,album rock,KT Tunstall
You & Me - Flume Remix,en,rap,trap,Disclosure
High On Life (feat. Bonn),en,pop,dance pop,Martin Garrix
"Rhythm Is A Dancer - 7"" Edit",en,pop,dance pop,SNAP!
Can't Fight This Feeling,en,rock,hard rock,REO Speedwagon
Runaway,en,latin,tropical,Halcyon
Smilin,en,rap,southern hip hop,Demun Jones
BOSS,en,r&b,hip pop,The Carters
Self Control,en,r&b,neo soul,Frank Ocean
Fool's Gold,en,r&b,neo soul,Jill Scott
Lockjaw (feat. Kodak Black),en,rap,gangster rap,French Montana
Glory Days,en,rock,classic rock,Bruce Springsteen
Whatever It Takes,en,pop,post-teen pop,Imagine Dragons
Sunday Bloody Sunday - Remastered 2008,en,rock,classic rock,U2
All or Nothing - Sultan + Shepard Remix,en,latin,tropical,Lost Frequencies
Dive (feat. Cosmos & Creature) (feat. Cosmos & Creature),en,edm,pop edm,Attom
Kiss You All Over,en,rock,classic rock,Exile
Candy Rain,en,r&b,new jack swing,Soul For Real
GAMES ON YOUR PHONE,en,r&b,urban contemporary,24kGoldn
Don't Give Up,en,edm,progressive electro house,Chicane
Time In,en,rap,trap,Billy Marchiafava
In The Middle,en,pop,indie poptimism,dodie
That's Why (You Go Away) - 2014 Remastered Version,en,rock,album rock,Michael Learns To Rock
I Need A Hot Girl,en,rap,hip hop,Hot Boys
Express Yourself,en,r&b,urban contemporary,Charles Wright & The Watts 103rd Street Rhythm Band
BAD KID,en,rap,gangster rap,Night Lovell
Unstoppable,en,pop,indie poptimism,Paperwhite
It's a Sin - 2001 Remaster,en,pop,electropop,Pet Shop Boys
Nothin' But The Cavi Hit,en,rap,gangster rap,Mack 10
Unknown (To You),en,r&b,urban contemporary,Jacob Banks
Killing In The Name,en,rock,permanent wave,Rage Against The Machine
There Are Too Many Of Us,en,rock,permanent wave,Blur
Do Me Right,en,r&b,new jack swing,Guy
Bow Down,en,rock,hard rock,I Prevail
Glow - JSapp Remix,en,edm,progressive electro house,Britt Nicole
Cough Syrup,en,pop,post-teen pop,Young the Giant
Blame,en,r&b,neo soul,Bryson Tiller
Stone,en,pop,indie poptimism,Agnes Obel
Tell Your Friends,en,r&b,neo soul,The Weeknd
Is It Good To You,en,r&b,new jack swing,Teddy Riley
I Gotta Feeling,en,latin,latin hip hop,The Black Eyed Peas
Carry On - Nicky Romero Remix,en,pop,dance pop,Kygo
Before You Hit The Ground,en,rock,classic rock,Jonny Lang
Driftin' Blues,en,rock,classic rock,Charles Brown
Between The Devil And The Deep Blue Sea,en,rock,permanent wave,George Harrison
Since U Been Gone,en,latin,latin hip hop,Kelly Clarkson
Miss You Much,en,r&b,new jack swing,Janet Jackson
Stars,en,edm,electro house,VIZE
Flash Funk (feat. Marshmello),en,edm,big room,League of Legends
Oxygen,en,pop,post-teen pop,Maia Mitchell
I Found You (with Calvin Harris),en,pop,dance pop,benny blanco
Don't Stop Me Now - 2011 Mix,en,rock,album rock,Queen
MONOMANIA,en,rock,hard rock,The Word Alive
This Ain't My Day,en,rap,southern hip hop,Fredro Starr
Do Me Right,en,r&b,new jack swing,Guy
Stitches,en,pop,post-teen pop,Shawn Mendes
Twenty Eight,en,r&b,urban contemporary,The Weeknd
In the Morning (feat. Syd & Thundercat),en,r&b,hip pop,Mac Miller
In Trance - Studio Edit,en,rock,hard rock,Scorpions
Bad Blood,en,r&b,urban contemporary,Nao
Somethin Out of Nothin' (feat. Saara Maria),en,r&b,neo soul,Joomanji
Never Really Over - R3HAB Remix,en,pop,dance pop,Katy Perry
Bankroll,en,rap,gangster rap,Taz
Sometimes I Wonder,en,r&b,neo soul,Darius Rucker
I Never Loved a Man (The Way I Love You),en,r&b,neo soul,Aretha Franklin
Me and My Downfall,en,rock,album rock,DeeExpus
Steambreather,en,rock,hard rock,Mastodon
Heartbreaker - 1990 Remaster,en,rock,classic rock,Led Zeppelin
Chainsmoking,en,pop,indie poptimism,Jacob Banks
Tilt,en,rock,permanent wave,Scott Walker
Body Parts,en,r&b,neo soul,Raphael Saadiq
Tainted Love,en,rock,classic rock,Soft Cell
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,en,pop,dance pop,MAX
Sweet November,en,r&b,new jack swing,Troop
make daddy proud,en,pop,electropop,blackbear
The Pressure,en,rock,album rock,The Cranberries
Riot Rhythm,en,rock,album rock,Sleigh Bells
Your Love,en,r&b,neo soul,Tom Misch
Would You Mind,en,r&b,hip pop,PRETTYMUCH
Odessa,en,pop,dance pop,Caribou
Sanguine Paradise,en,rap,hip hop,Lil Uzi Vert
For Life (feat. Clint Lowery),en,rock,hard rock,3 Years Hollow
Milkshake,en,rap,southern hip hop,Kelis
Together Forever,en,latin,latin hip hop,Lisette Melendez
Only Can Get Better (feat. Daniel Merriweather),en,latin,tropical,Silk City
Cars,en,rock,permanent wave,Gary Numan
Travelin' Band,en,rock,classic rock,Creedence Clearwater Revival
Stay (Electro Swing Remix),en,edm,electro house,11 Acorn Lane
I'm Blessed,en,r&b,urban contemporary,Charlie Wilson
In the Air Tonight,en,rock,hard rock,Nonpoint
No Love Like Yours,en,r&b,neo soul,Edward Sharpe & The Magnetic Zeros
Now That We Found Love,en,r&b,new jack swing,Heavy D & The Boyz
Beat Of My Drum,en,pop,indie poptimism,POWERS
All Falls Down (feat. Juliander),en,edm,electro house,Alan Walker
Take Me Out,en,rock,permanent wave,Franz Ferdinand
Stardust,en,rock,hard rock,Gemini Syndrome
Swingin Party - 2008 Remaster,en,rock,permanent wave,The Replacements
Mother - Fedde Le Grand Remix,en,pop,dance pop,Charlie Puth
Animals - Radio Edit,en,edm,big room,Martin Garrix
Don't Be Afraid,en,r&b,new jack swing,Aaron Hall
Feels - Jai Wolf Remix,en,pop,indie poptimism,Kiiara
Palm Beach,en,latin,tropical,Vicente Garcia
In My Life - Remastered 2009,en,rock,classic rock,The Beatles
Peace of Mind,en,rock,album rock,Boston
Use Somebody,en,rock,classic rock,Kings of Leon
Superstar,en,edm,pop edm,Said the Sky
To Cut a Long Story Short - 2010 Remaster,en,rock,permanent wave,Spandau Ballet
Check Yo Self - Remix,en,rap,southern hip hop,Ice Cube
Move To The City - Live In Japan / 1992,en,rock,album rock,Guns N' Roses
My Way,en,rock,hard rock,Limp Bizkit
Motor City Madhouse - Edit,en,rock,hard rock,Ted Nugent
Flick Of The Wrist - Remastered 2011,en,rock,album rock,Queen
Burden,en,pop,indie poptimism,TENDER
Hardwired,en,rock,hard rock,Metallica
Colors,en,r&b,hip pop,Black Pumas
High And Dry,en,pop,indie poptimism,Radiohead
Burn - Original Mix,en,edm,electro house,KSHMR
Unwritten,en,pop,post-teen pop,Natasha Bedingfield
Chocolate Jesus,en,rock,permanent wave,Tom Waits
Neon,en,pop,indie poptimism,Frida Sundemo
Stay,en,edm,progressive electro house,David Guetta
Won't Get Fooled Again - Original Album Version,en,rock,hard rock,The Who
Is This It,en,rock,permanent wave,The Strokes
Trouble,en,pop,indie poptimism,Cage The Elephant
do re mi,en,rap,hip hop,blackbear
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",en,pop,dance pop,Justin Timberlake
"What Christmas Means to Me - from ""The Best Man Holiday Original Motion Picture Soundtrack""",en,r&b,neo soul,Fantasia
Wolf,en,pop,indie poptimism,Skott
Thiago Silva,en,rap,hip hop,Dave
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,en,pop,electropop,Major Lazer
Easy Love - Original Mix,en,latin,tropical,Sigala
Thursday,en,r&b,neo soul,Leven Kali
Feelin' Alright?,en,rock,classic rock,Traffic
Stupid for You,en,pop,post-teen pop,Waterparks
Paranoid,en,rock,hard rock,Black Sabbath
Electric (feat. Khalid),en,pop,indie poptimism,Alina Baraz
Blowin' Trees (+ Napdonalds Skit),en,rap,southern hip hop,Nappy Roots
Last Request,en,rock,album rock,Paolo Nutini
CYANIDE,en,r&b,urban contemporary,Daniel Caesar
Dang! (feat. Anderson .Paak),en,r&b,neo soul,Mac Miller
Divinity - filous Remix,en,pop,indie poptimism,Porter Robinson
Without Me,en,rap,southern hip hop,Eminem
Owner of a Lonely Heart,en,rock,album rock,Yes
Ghost,en,r&b,neo soul,Lianne La Havas
Faucet Failure,en,rap,gangster rap,Ski Mask The Slump God
Ghost,en,rock,permanent wave,Motorama
Spring Summer Feeling,en,r&b,neo soul,Jill Scott
Dontcha,en,r&b,neo soul,The Internet
I Think of You,en,r&b,neo soul,Sandra Lynn
Roses,en,r&b,neo soul,BJ The Chicago Kid
Barracuda,en,rock,classic rock,Heart
Gold,en,pop,indie poptimism,Kiiara
I'm Shakin',en,rock,classic rock,Jack White
SOS,en,r&b,neo soul,McClenney
Glory of Love,en,rock,album rock,Peter Cetera
Inside the Lines (feat. Casso),en,latin,tropical,Mike Perry
Hard 2 Love,en,rap,southern hip hop,Haystak
It's Going Down,en,rap,southern hip hop,South Circle
The Voices,en,rap,trap,dreamEater
Superstar,en,rap,southern hip hop,Lupe Fiasco
Let's Wait Awhile,en,r&b,new jack swing,Janet Jackson
Adore You,en,pop,post-teen pop,Maisie Peters
Ballin,en,rap,hip hop,Logic
but,en,edm,pop edm,Keys of Philadelphia
Woman,en,rock,hard rock,Wolfmother
Lovers on the Sun (feat. Sam Martin) - Stadiumx Remix,en,edm,big room,David Guetta
Tropic Love,en,pop,electropop,Diviners
Pizza,en,edm,big room,Anti Up
Cocaine,en,rock,album rock,Eric Clapton
Screwed Up,en,rap,southern hip hop,Ludacris
Hello,en,pop,electropop,Adele
Tuesday (feat. Drake),en,edm,pop edm,ILOVEMAKONNEN
Slam,en,rap,gangster rap,Onyx
Calypso,en,latin,latin hip hop,Luis Fonsi
Town Called Malice,en,rock,permanent wave,The Jam
In Love With You,en,r&b,neo soul,Erykah Badu
Anything Could Happen,en,pop,dance pop,Ellie Goulding
Speechless (feat. Erika Sirola) - MOTi Remix,en,pop,dance pop,Robin Schulz
Backseat,en,r&b,urban contemporary,Ari Lennox
Kaputt,en,pop,dance pop,Destroyer
Spoonful,en,pop,indie poptimism,Grizfolk
Who Needs Love,en,rap,trap,Trippie Redd
Love,en,r&b,neo soul,Musiq Soulchild
Catalina Breeze,en,rock,permanent wave,The Blue Jean Committee
Uma,en,pop,indie poptimism,Panama Wedding
Lovergirl,en,r&b,urban contemporary,Teena Marie
Lonely (feat. Lorine Chia),en,r&b,neo soul,Jamila Woods
Be Like You,en,latin,tropical,CVBZ
Meaning of Life,en,rock,hard rock,Disturbed
Animals,en,pop,post-teen pop,Maroon 5
First Things First,en,rap,southern hip hop,Stormzy
Apollo - Radio Edit,en,edm,progressive electro house,Hardwell
I Gotta Clean Up,en,rap,southern hip hop,Marvin Sease
Still Alive,en,rock,hard rock,Prison
Got 'Til It's Gone,en,r&b,new jack swing,Janet Jackson
Karma Chameleon,en,pop,electropop,Culture Club
Limelight,en,rock,classic rock,Rush
Puttin' On The Ritz - Disco Mix Radio Edit,en,edm,electro house,Taco
Mork,en,edm,electro house,The Bloody Beetroots
Climbing Walls,en,pop,indie poptimism,Strange Talk
No Money,en,pop,electropop,Galantis
