track_name,lyrics,playlist_genre,playlist_subgenre,track_artist,duration_ms,language,track_album_release_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence
Right Down the Line,"You know I need your love You've got that hold over me Long as I've got your love You know that I'll never leave When I wanted you to share my life I had no doubt in my mind And it's been you woman Right down the line I know how much I lean on you Only you can see The changes that I've been through Have left a mark on me You've been as constant as a Northern Star The brightest light that shines It's been you woman right down the line I just wanna say this is my way Of telling you everything I could never say before Yeah this is my way of telling you That every day I'm loving you so much more Cause you believed in me through my darkest night Put something better inside of me You brought me into the light Threw away all those crazy dreams I put them all behind And it was you woman Right down the line NA I just wanna say this is my way of telling you everything I could never say before Yeah this is my way of telling you Everything I could never say before Yeah this is my way of telling you That every day I'm loving you so much more If I should doubt myself, if I'm losing ground I won't turn to someone else They'd only let me down When I wanted you to share my life I had no doubt in my mind And it's been you woman Right down the line",rock,album rock,Gerry Rafferty,267773,en,1978,0.783,0.213,0.322,0.114,-15.091,0.0343,128.226,1,0,0.77
Ether,"NA Fuck Jay Z!(What's up, niggas? Ayo, I know you ain't talkin' about me, dog You? What?!) Fuck Jay Z!(You been on my dick, nigga You love my style, nigga) Fuck Jay Z! (I) Fuck with your soul like ether (Will) Teach you – the king – you know you(Not) God's Son across the belly(Lose) I prove you lost already Brace yourself for the main event, y'all impatiently waitin'It's like an AIDS test, what's the results? Not positive Who's the best: Pac, Nas and B.I.G.? Ain't no best East, West, North, South, flossed out, greedy I embrace y'all with napalm Blows up, no guts left, chest/face gone How could Nas be garbage? Semi-autos at your cartilage Burner at the side of your dome, come out of my throne!I got this locked since 9-1, I am the truest Name a rapper that I ain't influenced Gave y'all chapters, but now I keep my eyes on the Judas With Hawaiian Sophie fame, kept my name in his music (I) Fuck with your soul like ether (Will) Teach you – the king – you know you(Not) God's Son across the belly(Lose) I prove you lost already Ayo, pass me the weed! Put my ashes out on these niggas, man Ayo, you faggots, y'all kneel And kiss the motherfuckin' ring! (I) Fuck with your soul like ether (Will) Teach you – the king – you know you(Not) God's Son across the belly(Lose) I prove you lost already I've been fucked over, left for dead, dissed and forgotten Luck ran out, they hoped that I'd be gone, stiff and rotten Y'all just piss on me, shit on me, spit on my grave Talk about me, laugh behind my back, but in my face Y'all some well-wishers, friendly-acting, envy-hiding snakes With your hands out for my money, man, how much can I take? When these streets keep callin', heard it when I was sleep That this Gay-Z and Cock-a-Fella Records wanted beef Started cockin' up my weapon, slowly loadin' up this ammo To explode it on a camel and his soldiers I can handle this for dolo, and his manuscript just sound stupid When KRS already made an album called Blueprint (dick!) First Biggie's your man, then you got the nerve to say That you better than B.I.GDick-suckin' lips, why don't you let the late great veteran live? I… will… not… lose God's son across the belly I prove you lost already The king is back, where my crown at? Ill Will, rest in peace! Let's do it, niggas! (I) Fuck with your soul like ether (Will) Teach you – the king – you know you(Not) God's Son across the belly(Lose) I prove you lost already Y'all niggas deal with emotions like bitches What's sad is I love you, ‘cause you're my brother You traded your soul for riches My child, I've watched you grow up to be famous And now I smile like a proud dad watchin' his only son that made it You seem to be only concerned with dissin' women Were you abused as a child? Scared to smile? They called you ugly? Well, life is harsh, hug me, don't reject me Or make records to disrespect me, blatant or indirectly In '88 you was gettin' chased through your building Callin' my crib and I ain't even give you my numbers All I did was give you a style for you to run with Smilin' in my face, glad to break bread with the God Wearin' Jaz' chains, no TEC's, no cash, no cars No jail bars, Jigga, no pies, no case Just Hawaiian shirts, hangin' with little Chase You a fan, a phony, a fake, a pussy, a Stan I still whip yo' ass, you 36 in a karate class? You Tae-Bo ho, tryna work it out, you tryna get brolic? Ask me if I'm tryna kick knowledge? Nah, I'm tryna kick the shit you need to learn though That ether, that shit that make your soul burn slow Is he Dame Diddy, Dame Daddy or Dame Dummy? Oh, I get it, you Biggie and he's Puffy Rocafella died of AIDS, that was the end of his chapter And that's the guy y'all chose to name your company after? Put it together: I rock hoes, y'all rock fellas And now y'all try to take my spot, fellas Feel these hot rocks, fellas, put you in a dry spot, fellas In a pine box with nine shots from my Glock, fellas Foxy got you hot ‘cause you kept your face in her puss What you think, you gettin' girls now ‘cause of your looks? Ne-gro, please! You no-mustache-havin' With whiskers like a rat, compared to Beans you whack And your man stabbed Un and made you take the blame You ass, went from Jaz to hangin' with Kane To Irv, to B.I.G. – and Eminem murdered you on your own shit You a dick-ridin' faggot, you love the attention Queens niggas run you niggas, ask Russell Simmons! Ha!R-O-C get gunned up and clapped quick J.J. Evans get gunned up and clapped quick Your whole damn record label, gunned up and clapped quick Shawn Carter to Jay-Z – damn, you on Jaz dick! So little shorty's gettin' gunned up and clapped quick How much of Biggie's rhymes is gonna come out your fat lips? Wanted to be on every last one of my classics You pop shit, apologize, nigga, just ask Kiss!",rap,gangster rap,Nas,277707,en,12/18/2001,0.573,0.0401,0.831,0.0909,-5.586,0.433,76.352,1,7,0.766
Bootie in Your Face - No Rock Drop,Are you ready I do it big Are you ready Are you ready Are you ready Are you ready Everybody rage Come on! Are you ready Hell yeah Are you ready Hell yeah Are you ready Hell yeah Are you ready Hell yeah Lets go We're going to the top We're going to the top We're going to the top Bootie in you face Bootie in your face Bootie in your face Bootie bootie in your face Bootie bootie Bootie in your face Bootie in your face Bootie in your face Bootie bootie in your face Bootie bootie Bootie in your face Damn In your face Bootie in your face Bootie in your face Are you ready Hell yeah Are you ready Hell yeah Are you ready Hell yeah Are you ready Hell yeah Lets go We're going to the top We're going to the top We're going to the top Bootie in your face Bring it back around Damn Are you ready… I do it big… Are you ready I do it big Are you ready Are you ready Are you ready Are you ready Everybody rage Come on! Are you ready Hell yeah Are you ready Hell yeah Are you ready Hell yeah Are you ready Hell yeah Lets go We're going to the top We're going to the top We're going to the top Bootie in you face Bootie in your face Bootie in your face Bootie bootie in your face Bootie bootie Bootie in your face Bootie in your face Bootie in your face Bootie bootie in your face Bootie bootie Bootie in your face Damn In your face Bootie in your face Bootie in your face Are you ready Hell yeah Are you ready Hell yeah Are you ready Hell yeah Are you ready Hell yeah Lets go We're going to the top We're going to the top We're going to the top Bootie in your face Bring it back around Damn Are you ready… I do it big…,edm,electro house,Deorro,221236,en,3/10/2014,0.78,0.071,0.938,0.154,-4.034,0.0791,127.0,1,0,0.407
Calm Down,"My love is, working hard yadadamean? My love is, working hard yadadamean? I've been sitting on the charts like a beach chair My last album spent 52 weeks there Almost finished with the second, you should be scared Storms coming you should go inside and prepare No shortcuts there ain't no cheats there I brought the whole city out like a street fair, yeah And fuck it I'm the coldest white rapper in the game Since the one with the bleached hair Yeah, you love it when I talk shit I get around, yeah I'm on my 2Pac shit I kinda feel there's no girl I could not get I'm not found at the function if it's not lit Yeah, it's nothing that no one can tell me I made it here dolo, nobody to help me From the Bay, the birthplace of the hyphy So bitch, come and say to my face you don't like me My love is, working hard yadadamean? My love is, working hard yadadamean? My love is, working hard yadadamean? My love is, working hard yadadamean? It's like I'm always found where the troubles at Drinking brown shit now I'm off cup of that Your girl's on me, what's up with that? If I like her, all this shit will really take is a double tap Having visions of fucking an A-list singer, Kardashian, or a Jenner But Ye's got Kim, Tyga swooped up Kylie So there's one left watch me go get her Yeah, they tell me calm down Fuck that I'm too lit can't calm down I'm so drunk right now I might fall down And I don't give a fuck how boring do y'all sound Up and down on a Wednesday Then we do the same shit the next day The next star out the Bay is Eazy Yadadamean? For sho' Yadadamean? For sheezy My love is, working hard yadadamean? My love is, working hard yadadamean? My love is, working hard yadadamean? My love is, working hard yadadamean? My love is, working hard yadadamean? My love is, working hard yadadamean?",rap,hip hop,G-Eazy,127427,en,12/4/2015,0.537,0.000175,0.624,0.116,-8.794,0.325,102.315,1,11,0.409
Cheerleader (Felix Jaehn Remix) - Radio Edit,"Kid Ink, egh I think I found a genie in a bottle baby, with a bottle shape And she don't have no problem representing for the team Ok it's feeling like I just hit the lotto, baby 32-26-34, wasted Watch her do a dance then it get me in the game Going hard in the paint what's my name what's my name girl You know, I be missing that bom-bom when I'm away I swear, when you shaking them pom-poms all I can say is Oh I think that I found myself a cheerleader She is always right there when I need her Oh I think that I found myself a cheerleader She is always right there when I need her When I need motivation My one solution is my queen Cause she' stay strong (yeah yeah) She is always in my corner Right there when I want her All these other girls are tempting But I'm empty when you're gone And they say Do you need me Do you think I'm pretty Do I make you feel like cheating? And I'm like no, not really cause Oh I think that I found myself a cheerleader She is always right there when I need her Oh I think that I found myself a cheerleader She is always right there when I need her Ahh, I need her, right here where she need to be Complimenting my style you're flyer with the Captain of the team Now move, right, right there, hit reverse girl and back that rear Roll it with me and then light that up and the rest is history write that, book My cheerleader, something about her demeanor Even though I'm off these margaritas can't none of these hoes here come between us Shorty no regular chick, so I just take her to places she ain't know exist So she never forget, who the man is She gives me love and affection Baby did I mention, you're the only girl for me No I don't need a next one Mama loves you too, she thinks I made the right selection Now all that's left to do Is just for me to pop the question Oh I think that I found myself a cheerleader She is always right there when I need her Oh I think that I found myself a cheerleader She is always right there when I need her I need,right right there I need,right right there I need,right right there Right right there",latin,latin hip hop,OMI,180021,en,1/23/2015,0.827,0.184,0.576,0.0656,-7.774,0.0372,118.04,1,4,0.41
Heartbeat,"My heartbeat My heartbeat Should have known better, better You hang around Only call me when you feel down And it's not for me All I seem to do is disagree You hang around Only call me when you feel down And you disagree All I know is you're enough for me My heartbeat Should have known better So I wrote it in a love… My heartbeat Should have known better, better So I wrote it in a love… My heartbeat Should have known better So I wrote it in a love… My heartbeat Should have known better, better So I wrote it in a love... So S.O.S. it's time you give me your best guess S.O.S. can't believe you left me in this mess S.O.S. it's time you give me your best guess S.O.S. can't believe you left me in this mess My heartbeat Should have known better So I wrote it in a love letter My heartbeat Should have known better So I wrote it in a love letter Should have known better My heartbeat Should have known better So I wrote it in a love... My heartbeat Should have known better, better So I wrote it in a love (S.O.S.) My heartbeat Should have known better (S.O.S.) So I wrote it in a love… (S.O.S.) My heartbeat Should have known better, better (S.O.S.) So I wrote it in a love… (S.O.S.) My heartbeat (S.O.S., S.O.S.) My heartbeat Should have know better (S.O.S.) In a love letter My Heartbeat So I wrote it My heartbeat So I wrote it",pop,electropop,Claptone,329538,en,10/16/2015,0.812,0.0177,0.648,0.0829,-7.916,0.0405,120.006,0,10,0.707
Kali Yuga,"I used to have a bitch, now she ain't shit I burned that black track jacket that I ate her in I copped a new one 'cause I finally got a little ends Just leave me 'lone, leave me 'lone, I'm tryin' not to sin I'm tryin' to find a way up out of this fucking rut I'm in I thought about taking my life on Periscope but thought again I'm reading shit from kids that tell me they just want to quit You're not alone, not alone, I feel like dying I'm waking up alone and trying to find a reason why To get up out my sheets and go on outside and feel daylight Please tell me why I'm feelin' this way all the sudden? I was so fine But what goes up inevitably comes down and things divide You think I worship Satan? Bitch I am a Thelemite Do what thou wilt, no dogma can close my wide open eyes I'm sick of humankind, I'm always looking at the sky I know no God is present, but it doesn't hurt to try(Yeah, still spinning) No love, no life Deep in abyss I kreep, no sleep 'till I'm motherfuckin' six-feet deep I'ma keep low-key No love, no life Nevermind, cremate me Scatter my ashes all over the Mediterranean Sea No love, no life Deep in abyss I kreep, no sleep 'till I'm motherfuckin' six-feet deep I'ma keep low-key No love, no life Nevermind, cremate me Scatter my ashes all over the Mediterranean Sea",rap,gangster rap,Ghostemane,140613,en,6/12/2017,0.777,0.26,0.812,0.185,-5.146,0.0447,139.961,1,8,0.452
First Time - Gryffin Remix,"We were lovers for the first time Running all the red lights The middle finger was our peace sign, yeah We were sipping on emotions Smoking and inhaling every moment It was reckless and we owned it, yeah, yeah We were high and we were sober We were on and we were over We were young and now I'm older But I'd do it all again Getting drunk on a train track Way back, when we tried our first cigarettes (oh) Ten dollars was a fat stack I'd do it all again (oh) Bomber jacket and a snapback Your dad's black Honda was a Maybach (oh)""Re: Stacks"" on the playback I'd do it all again (oh) We were lovers on a wild ride Speeding for the finish line Come until the end of our time, yeah Started off as a wildfire Burning down the bridges to our empire Our love was something they could admire, yeah, yeah We were high and we were sober We were on and we were over We were young and now I'm older But I'd do it all again Getting drunk on a train track Way back, when we tried our first cigarettes (oh) Ten dollars was a fat stack I'd do it all again (oh) Bomber jacket and a snapback Your dad's black Honda was a Maybach (oh) Re: Stacks on the playback I'd do it all again (oh) Stack stack, stack stack, oh oh... Speed speed, speed speed oh oh... Stack stack, stack stack, oh oh... Stack stack, stack stack, oh oh... Stack stack, stack stack, oh oh... Speed speed, speed speed oh oh... Stack stack, stack stack, oh oh... Stack stack, stack stack, oh oh... Stack stack, stack stack, oh oh... Speed speed, speed speed oh oh... Stack stack, stack stack, oh oh... Stack stack, stack stack... We were lovers for the first time Running all the red lights The middle finger was our peace sign, yeah We were sipping on emotions Smoking and inhaling every moment It was reckless and we owned it, yeah, yeah We were high and we were sober We were on and we were over We were young and now I'm older But I'd do it all again Getting drunk on a train track Way back, when we tried our first cigarettes (oh) Ten dollars was a fat stack I'd do it all again (oh) Bomber jacket and a snapback Your dad's black Honda was a Maybach (oh)""Re: Stacks"" on the playback I'd do it all again (oh) We were lovers on a wild ride Speeding for the finish line Come until the end of our time, yeah Started off as a wildfire Burning down the bridges to our empire Our love was something they could admire, yeah, yeah We were high and we were sober We were on and we were over We were young and now I'm older But I'd do it all again Getting drunk on a train track Way back, when we tried our first cigarettes (oh) Ten dollars was a fat stack I'd do it all again (oh) Bomber jacket and a snapback Your dad's black Honda was a Maybach (oh) Re: Stacks on the playback I'd do it all again (oh) Stack stack, stack stack, oh oh... Speed speed, speed speed oh oh... Stack stack, stack stack, oh oh... Stack stack, stack stack, oh oh... Stack stack, stack stack, oh oh... Speed speed, speed speed oh oh... Stack stack, stack stack, oh oh... Stack stack, stack stack, oh oh... Stack stack, stack stack, oh oh... Speed speed, speed speed oh oh... Stack stack, stack stack, oh oh... Stack stack, stack stack...",edm,electro house,Kygo,173440,en,6/30/2017,0.494,0.0564,0.81,0.104,-4.37,0.0533,104.913,1,3,0.426
Finally // beautiful stranger,"Your eyes, so crisp, so green Sour apple baby, but you taste so sweet You got hips like Jagger and two left feet And I wonder if you'd like to meet Your voice is velvet through a telephone You can come to mine, but both my roommates are home Think I know a bar where they would leave us alone And I wonder if you'd take it slow Oh, we're dancin' in my living room, and up come my fists And I say I'm only playing, but the truth is this That I've never seen a mouth that I would kill to kiss And I'm terrified, but I can't resist And I said Beautiful stranger, here you are in my arms and I know That beautiful strangers only come along to do me wrong And I hope, beautiful stranger, here you are in my arms But I think it's finally, finally, finally, finally, finally safe For me to fall Oh-oh-oh Oh-oh-oh I grab your hand and then we run to the car Singing in the street and playing air guitar Stuck between my teeth just like a candy bar And I wonder if it goes too far to say I've never recognized a purer face You stopped me in my tracks and put me right in my place Used to think that loving meant a painful chase But you're right here now and I think you'll stay Oh, we're dancin' in my living room, and up come my fists And I say I'm only playing, but the truth is this I've never seen a mouth that I would kill to kiss And I'm terrified, but the truth is this I said Beautiful stranger, here you are in my arms and I know That beautiful strangers only come along to do me wrong And I hope, beautiful stranger, here you are in my arms And I think it's finally, finally, finally, finally, finally safe For me to fall Oh-oh-oh Oh-oh-oh Yeah, I think it's finally, finally, finally, finally Your eyes, so crisp, so green Sour apple baby, but you taste so sweet You got hips like Jagger and two left feet And I wonder if you'd like to meet Your voice is velvet through a telephone You can come to mine, but both my roommates are home Think I know a bar where they would leave us alone And I wonder if you'd take it slow Oh, we're dancin' in my living room, and up come my fists And I say I'm only playing, but the truth is this That I've never seen a mouth that I would kill to kiss And I'm terrified, but I can't resist And I said Beautiful stranger, here you are in my arms and I know That beautiful strangers only come along to do me wrong And I hope, beautiful stranger, here you are in my arms But I think it's finally, finally, finally, finally, finally safe For me to fall Oh-oh-oh Oh-oh-oh I grab your hand and then we run to the car Singing in the street and playing air guitar Stuck between my teeth just like a candy bar And I wonder if it goes too far to say I've never recognized a purer face You stopped me in my tracks and put me right in my place Used to think that loving meant a painful chase But you're right here now and I think you'll stay Oh, we're dancin' in my living room, and up come my fists And I say I'm only playing, but the truth is this I've never seen a mouth that I would kill to kiss And I'm terrified, but the truth is this I said Beautiful stranger, here you are in my arms and I know That beautiful strangers only come along to do me wrong And I hope, beautiful stranger, here you are in my arms And I think it's finally, finally, finally, finally, finally safe For me to fall Oh-oh-oh Oh-oh-oh Yeah, I think it's finally, finally, finally, finally",pop,dance pop,Halsey,221096,en,12/6/2019,0.626,0.051,0.55,0.118,-5.105,0.029,133.976,0,9,0.123
My Body,"Stop! The train is riding Down to the station Where you lived When we were school kids Hey! The rails are caught now And I am falling down Fools in a spiral Round this town of steel My body tells me no But I won't quit 'Cause I want more 'Cause I want more My body tells me no But I won't quit 'Cause I want more 'Cause I want more Stop! The train is riding Down to the station Where I lived When I was a cool kid Hey! Is it my fault that The fallen embers burn Down in a spiral Round your crown of thieves? My body tells me no But I won't quit 'Cause I want more 'Cause I want more My body tells me no But I won't quit 'Cause I want more 'Cause I want more It rides out of town NA Oh, it's my road It's my road, it's my road It's my road It's my road, it's my war It's my war It's my war, it's my war His eyes are open His eyes are open Oh, 'cause I want more I want more, want more His eyes are open His eyes are open Hey, hey, hey My body tells me no But I won't quit 'Cause I want more 'Cause I want more My body tells me no But I won't quit 'Cause I want more 'Cause I want more It rides out of town",pop,indie poptimism,Young the Giant,244400,en,2011,0.488,0.0011,0.909,0.456,-6.591,0.0929,129.774,1,10,0.643
Save It For A Rainy Day,"Well, she's kind of pretty Drives a big car too And when I hold her in my arms I never know what to do If she's got everything she needs What does she need me for? I'm just a crazy fool Comin' back for more And I know She's no good Can't leave her But I know I should Everybody says watch out boy She'll break your heart like it was a toy You better save it for a rainy day You better save it for a rainy day Well I'd leave in a minute If I only could But when she touches me It makes me feel so good My heart's in her hands This is a sure a mess There's no way I say no When she says, ""yes yes yes"" Take me, shake me And tell me this ain't a dream Everybody says watch out boy She'll break your heart like it was a toy You better save it for a rainy day You better save it for a rainy day",rock,classic rock,Stephen Bishop,192973,en,1/1/1976,0.625,0.572,0.536,0.119,-8.962,0.0354,129.178,1,8,0.729
Do You Think About Me,"NA D-D-Do you, do-do, do you think about me? ""Do you, do you, do you think about me? Do you think, do you think, do-do-do you think about me? Do you, do you, do you, do you think about me? You think about money when you think about me, huh? It's why my ex my ex, you don't wanna be her She used to have the Beemer, now she own a sneaker I had her eating lobster, now she eating pizza I think about Easter when I think about Keyshia Shorty stay fly, that's why I keep her Round like the reefer, brown Mona Lisa She good if I leave her, she got her own Visa Think about them when you think about fronting Think about stunting when you think about me I'm the boss, Bentley or the Porsche? Overseas see jet ski's slide across I love the way you dress, now take it off Put your legs high on my shoulders of course I'm racing through your mind, but you already lost I'm at the finish line and you're a friend of mine Come on, let's ride (Do you think about me?) Just a little bit, every now and then (Do you think about me?) Goddamn girl, we used to be friends (Do you think about me?) Just a little bit, just a little bit (Do you think about me?) Just a little bit, just a little bit (Do you think about me?) I think like a hustler, I'm thinking 'bout a shipment She thinking I'm her hustler, she thinking 'bout commitment It's like Paul McCartney's stuck in my head He fell in love with a bitch who walked away on one leg She ain't even have to run to get away with the bread That's some fucked up shit, think about that, kid I'm thinking what this bitch thinking when she take me to court I pay my child support, what the fuck she want?"" This relationship shit is too much for me I wanna fuck, be friends and live comfortably She wanna shine and blow mines on shopping spree's She should have what she want, just not from me I'm thinking 'bout my future, she brought up my past She don't care about me, she just want some cash I'm thinking damn, girl, we used to be friends How did shit become all about ends? Do you think about me? (Do you think about me?) I know you think about me You got to remember all the good times we had Just a little bit, just a little bit Just a little bit, just a little bit Just a little bit, just a little bit Just a little bit (Do you think about me?) I remember when you told me (I know you think about me) That I'll always be special to you, darling You were so special to me, do you think about me?",rap,gangster rap,50 Cent,206893,en,1/1/2009,0.591,0.00715,0.822,0.147,-4.0,0.26,94.159,1,8,0.27
One Woman Man,"Alright, (hmm) It's so funny runnin' into you It has to be three years Since we last seen each other Many flashbacks come to mind Of the wild and crazy times We used to have with one another We absolutely didn't care We would do it anywhere Eye contact, and it was over, hmm But that's when I was wild, and now I couldn't care less about Someone gettin' hurt I've done my share of dirt But I done wised up Chorus - Seein' you reminds me of All the nights I used to beat it up I would do it again, but I can't Cuz everything is different now I finally have settled down And became a one woman man Ooh There were many others after you Quite a few one night stands Some of their names I can't remember Imagine wakin' up with someone who You barely even knew Time and time again But there's someone for everyone I've been blessed to find that one Who makes me feel like no other You are lookin' good as hell But I can't go home with you Because I'm goin' home to her Chorus Long gone, are the days When I ran the streets Tryin' to get laid Ooh, and now (See now that I found the love of my life) (I don't have to trick no more) Girl, it was nice seein' you But I gotta go home to my baby boo Chorus to fade",r&b,new jack swing,Dave Hollister,272053,en,1/1/2006,0.627,0.0457,0.647,0.0655,-6.818,0.0294,91.015,1,11,0.521
No More,"Once again we hear them calling for war It doesn't matter what they're fighting for They light the match and watch the whole world burst into flame The story's always the same So tell me, people, are you ready to kill? Behold the propaganda, get your fill A distant enemy is threatening our freedom again How much would you like to spend? Millions are falling in line And it's just a matter of time Endless destruction will ensure their pockets are lined For all time No more defending the lies Behind the never-ending war It's time to make them realize We will no longer be their whore No more, no more No more, no more No more, no more They don't care about the blood on their hands Look at the world, and you will understand They count the money as the innocent continue to bleed They're always planting the seed So tell me, people, are you ready to die Without believing in the reason why? They paint a picture, and the whole damn world is deceived It's all that they ever need Millions keep falling in line It's only a matter of time Sowing destruction will make sure their pockets are lined For all time No more defending the lies Behind the never-ending war It's time to make them realize We will no longer be their whore No more defending the lies Behind the never-ending war It's time to make them realize We will no longer be their whore No, it can't be disguised anymore How they smile as we pay for their war No more defending the lies Behind the never-ending war It's time to make them realize We will no longer be their whore No more defending the lies Behind the never-ending war It's time to make them realize We will no longer be their whore No more, no more No more, no more No more, no more",rock,hard rock,Disturbed,232640,en,10/18/2018,0.53,0.000285,0.988,0.222,-2.406,0.121,101.28,1,7,0.521
Lullaby - Calvo Remix,"Will you lay me down? Make our hearts the only sound Throw my fears all to the ground Will you hold me? Will you serenade me With the song you used to play? 'Til the night turns into day Will you hold me? 'Cause all I need is somebody near me When my heart gets weak Somebody out there watching over me When I'm so tired, I can't even sleep Won't you sing me your sweet lullaby? Just the sound of your voice is the thing that I need Won't you sing me your sweet lullaby? I could fall for the sound of your sweet melody 'Cause I just need your song Something to sing along When I'm not feeling strong, I need you To sing me your sweet lullaby Need the sound of your sweet melody So sing to me So sing to me Need the sound of your sweet melody So sing to me I'll be there when you're down 'Cause forever, I am bound For my love, I shout it out Let me hold you No journey is too far For the one who healed my scars You're my saviour, you're my star Let me hold you 'Cause all I need is somebody near me When my heart gets weak Somebody out there watching over me When I'm so tired, I can't even sleep Won't you sing me your sweet lullaby? Just the sound of your voice is the thing that I need Won't you sing me your sweet lullaby? I could fall for the sound of your sweet melody So sing to me When I'm not sleeping, you're all I need and When my heart stops beating, just sing to me When I'm not sleeping, you're all I need and When my heart stops beating, just sing to me When I'm not sleeping, you're all I need and Just sing to, sing to me Can't you please sing to me? Won't you sing me your sweet lullaby? Just the sound of your voice is the thing that I need Won't you sing me your sweet lullaby? I could fall for the sound of your sweet melody 'Cause I just need your song Something to sing along When I'm not feeling strong, I need you To sing me your sweet lullaby Need the sound of your sweet melody So sing to me",edm,electro house,Sigala,188333,en,5/18/2018,0.629,0.00232,0.884,0.359,-4.984,0.0431,125.961,0,5,0.455
You Make My Dreams - Remastered,"What I want, you've got But it might be hard to handle Like the flame that burns the candle The candle feeds the flame yeah yeah What I got -- full stock of thoughts and dreams that scatter And you pull them all together And how? I can't explain, oh yeah Well well you (ooh ooh ooh ooh) You make my dreams come true (you you) you (you you) Well well well you (ooh ooh ooh ooh) Oh yeah you make my dreams come true (ooh oooh ooh ooh) hell yeah On a night when bad dreams become a screamer When they're messin' with a dreamer I can laugh it in the face Twist and shout my way out And wrap yourself around me Cause I ain't the way you found me And I'll never be the same oh yeah Well cause You (ooh ooh ooh ooh) Hmmm hmm you make my dreams come true (you You you you) oh yeah Well well well you (ooh ooh ooh ooh) Ooh you make my dreams come true (you You you you) oh yeah Well listen to this Ow! I'm down on my daydream All that sleepwalk should be over by now I know Well you hell yeah you make my dreams come true (you you you you) oh yeah (you you) I've been waiting for waiting for you girl (ooh ooh ooh ooh) Oh yeah you make my dreams come true (you you you you) Me you me and you I've been waiting for waiting for you girl (ooh ooh ooh ooh) all my life You make my dreams come true (you you) whoa (you you) Whoa whoa I've been waiting for waiting for waiting For waiting for waiting For waiting for waiting for (You make my dreams) ooh ooh ooh ooh I've been waiting for you girl (you you you you) (You make my dream you you you you)",pop,post-teen pop,Daryl Hall & John Oates,187431,en,1/23/2001,0.749,0.13,0.484,0.0501,-9.944,0.0484,167.084,1,5,0.939
United We Are,United we are Like all the sun and stars United we are We've come so far United we are You're talking to my heart United we are We've come so far United we are United we are United we are United we are,edm,big room,Hardwell,351749,en,1/9/2015,0.704,0.00425,0.899,0.124,-3.503,0.0876,128.026,0,7,0.155
Love Will Tear Us Apart - 2010 Remaster,"When routine bites hard and ambitions are low And resentment rides high, but emotions won't grow And we're changing our ways, taking different roads Then love, love will tear us apart again Love, love will tear us apart again Why is the bedroom so cold? You've turned away on your side Is my timing that flawed? Our respect runs so dry Yet there's still this appeal that we've kept through our lives But love, love will tear us apart again Love, love will tear us apart again NA You cry out in your sleep, all my failings exposed And there's a taste in my mouth as desperation takes hold Just that something so good, just can't function no more Then love, love will tear us apart again Love, love will tear us apart again Then love, love will tear it apart again Love, love will tear it apart again When routine bites hard and ambitions are low And resentment rides high, but emotions won't grow And we're changing our ways, taking different roads Then love, love will tear us apart again Love, love will tear us apart again Why is the bedroom so cold? You've turned away on your side Is my timing that flawed? Our respect runs so dry Yet there's still this appeal that we've kept through our lives But love, love will tear us apart again Love, love will tear us apart again NA You cry out in your sleep, all my failings exposed And there's a taste in my mouth as desperation takes hold Just that something so good, just can't function no more Then love, love will tear us apart again Love, love will tear us apart again Then love, love will tear it apart again Love, love will tear it apart again",pop,electropop,Joy Division,204621,en,2010,0.525,0.000989,0.902,0.137,-8.662,0.0368,146.83,1,2,0.907
Again,Again This couldn't happen again NA,latin,tropical,Wun Two,143133,en,12/19/2014,0.762,0.949,0.525,0.114,-11.863,0.199,82.777,1,6,0.652
